MerchantId,PaymentType,MerchantReferenceId,PhonePeReferenceId,StoreId,StoreName,TerminalId,TerminalName,From,Instrument,CreationDate,TransactionDate,SettlementDate,BankReferenceNo,Amount,Fee,IGST,CGST,SGST
ABFRLPETERENGLAND,PAYMENT,66119-6611901-20230605152804,T2306052058264932841988,66119,Peter England,6611901,6611901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,4397.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66119-6611901-20230605082331,T2306051353406592096898,66119,Peter England,6611901,6611901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,398.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63922-6392201-20230605131930,T2306051849389139400481,63922,Peter England,6392201,6392201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,5995.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,28148-2814801-20230605154923,T2306052119364919754368,28148,VAN HEUSEN,2814801,2814801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,4996.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66021-6602101-20230605154249,T2306052113171729275245,66021,Peter England,6602101,6602101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,7743.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66021-6602101-20230605150609,T2306052036367628674014,66021,Peter England,6602101,6602101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,698.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66021-6602101-20230605161008,T2306052140351382841772,66021,Peter England,6602101,6602101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3098.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66716-6671601-20230605152150,T2306052052050459298917,66716,Pe Red Brts Main Road,6671601,6671601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,4297.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66716-6671601-20230605155956,T2306052130161421768650,66716,Pe Red Brts Main Road,6671601,6671601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3797.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66716-6671601-20230605113043,T2306051701045997866920,66716,Pe Red Brts Main Road,6671601,6671601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3697.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,33731-3373101-20230605135208,T2306051922307030309124,33731,Allen Solly,3373101,3373101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,1599.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,33731-3373101-20230605115619,T2306051726312612924068,33731,Allen Solly,3373101,3373101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,2499.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66185-6618501-20230605135418,T2306051924303215557391,66185,Peter England,6618501,6618501,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,299.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63654-6365401-20230605134922,T2306051919343225557463,63654,Peter England,6365401,6365401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1698.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66269-6626901-20230605131459,T2306051846270559400713,66269,Peter England,6626901,6626901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3566.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66269-6626901-20230605081622,T2306051346551416802428,66269,Peter England,6626901,6626901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,4697.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66269-6626901-20230605141202,T2306051942179702894131,66269,Peter England,6626901,6626901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,100.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66269-6626901-20230605142419,T2306051955561975017821,66269,Peter England,6626901,6626901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3897.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,34831-3483101-20230605153400,T2306052104137540897903,34831,Allen Solly,3483101,3483101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,5547.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,34831-3483101-20230605162725,T2306052157404250258019,34831,Allen Solly,3483101,3483101,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,7797.750000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66166-6616601-20230605162626,T2306052156405728674252,66166,Peter England,6616601,6616601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2799.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66166-6616601-20230605102804,T2306051558112990897443,66166,Peter England,6616601,6616601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1099.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66166-6616601-20230605075305,T2306051323509052858018,66166,Peter England,6616601,6616601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,8297.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66166-6616601-20230605120413,T2306051734508877875860,66166,Peter England,6616601,6616601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,6498.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66166-6616601-20230605075524,T2306051325375040228879,66166,Peter England,6616601,6616601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1799.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66166-6616601-20230605113803,T2306051708180412427033,66166,Peter England,6616601,6616601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2999.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66742-6674201-20230605124800,T2306051818087409400689,66742,Pe Red Bus Stand Road,6674201,6674201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3498.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66742-6674201-20230605121332,T2306051743464175079090,66742,Pe Red Bus Stand Road,6674201,6674201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2448.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66742-6674201-20230605093330,T2306051503452022924818,66742,Pe Red Bus Stand Road,6674201,6674201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2297.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66742-6674201-20230605100117,T2306051532001415601729,66742,Pe Red Bus Stand Road,6674201,6674201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,598.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66742-6674201-20230605150608,T2306052036143645074096,66742,Pe Red Bus Stand Road,6674201,6674201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1599.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66742-6674201-20230605150506,T2306052035156265079348,66742,Pe Red Bus Stand Road,6674201,6674201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3198.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66742-6674201-20230605123730,T2306051807458702947675,66742,Pe Red Bus Stand Road,6674201,6674201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3998.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66742-6674201-20230605102759,T2306051558181242947607,66742,Pe Red Bus Stand Road,6674201,6674201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,599.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63698-6369801-20230605063951,T2306051210044019753831,63698,Peter England,6369801,6369801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1599.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63698-6369801-20230605071411,T2306051244354111075702,63698,Peter England,6369801,6369801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1199.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63698-6369801-20230605101216,T2306051543058384915616,63698,Peter England,6369801,6369801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,2099.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,87984-8798402-20230605134404,T2306051914321863858071,87984,87984,8798402,8798402,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1348.500000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,87984-8798402-20230605154329,T2306052114062471190201,87984,87984,8798402,8798402,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,4598.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,87984-8798402-20230605160124,T2306052131317807866578,87984,87984,8798402,8798402,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1724.250000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,87984-8798402-20230605142427,T2306051954490512879844,87984,87984,8798402,8798402,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1199.250000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,62614-6261401-20230605161611,T2306052146281979006500,62614,Peter England - Madinaguda,6261401,6261401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,5397.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,27538-2753801-20230605144719,T2306052017302924077708,27538,27538,2753801,2753801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,269.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,27538-2753801-20230605113900,T2306051709122763328643,27538,27538,2753801,2753801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,1749.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,62662-6266201-20230605131403,T2306051844143407922891,62662,Peter England - Savitrupet,6266201,6266201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,398.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66284-6628401-20230605075608,T2306051326153126475464,66284,Peter England,6628401,6628401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,199.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,34872-3487201-20230605124557,T2306051816053629432371,34872,Allen Solly,3487201,3487201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,6996.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,34872-3487201-20230605130134,T2306051831530479298390,34872,Allen Solly,3487201,3487201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,7195.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,34872-3487201-20230605103955,T2306051610041739112742,34872,Allen Solly,3487201,3487201,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,999.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66987-6698701-20230605142655,T2306051957191486996035,66987,Pe Red Bypass Road,6698701,6698701,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1399.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66987-6698701-20230605122413,T2306051754287244399720,66987,Pe Red Bypass Road,6698701,6698701,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3598.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66987-6698701-20230605122250,T2306051753173299472805,66987,Pe Red Bypass Road,6698701,6698701,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3396.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66987-6698701-20230605061217,T2306051142258891316106,66987,Pe Red Bypass Road,6698701,6698701,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3298.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63867-6386701-20230605081058,T2306051341176095911848,63867,Peter England,6386701,6386701,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1898.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63867-6386701-20230605135251,T2306051923100094443931,63867,Peter England,6386701,6386701,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,14538.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63867-6386701-20230605130944,T2306051840067082900577,63867,Peter England,6386701,6386701,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3098.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,61404-6140401-20230605090350,T2306051434027864443413,61404,Peter England - City Corner Saraswati Chowk,6140401,6140401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,39.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,61404-6140401-20230605071911,T2306051249217562530944,61404,Peter England - City Corner Saraswati Chowk,6140401,6140401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,6898.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,61404-6140401-20230605151726,T2306052048203591768320,61404,Peter England - City Corner Saraswati Chowk,6140401,6140401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1399.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,34868-3486802-20230605135333,T2306051923544967737941,34868,Allen Solly,3486802,3486802,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,2198.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,34868-3486802-20230605074303,T2306051313240781493136,34868,Allen Solly,3486802,3486802,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,1761.750000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66350-6635003-20230605131129,T2306051841369095809821,66350,Pe Blue Commercial Street,6635003,6635003,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,12296.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,29650-2965001-20230605055900,T2306051129214531602473,29650,VAN HEUSEN,2965001,2965001,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,5597.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,29650-2965001-20230605134058,T2306051911113594077943,29650,VAN HEUSEN,2965001,2965001,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,900.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,28279-2827901-20230605131532,T2306051845583451316604,28279,28279,2827901,2827901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,5998.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,28279-2827901-20230605094827,T2306051518591435966043,28279,28279,2827901,2827901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,2299.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63699-6369901-20230605121439,T2306051744473522135981,63699,Peter England,6369901,6369901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1898.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,29728-2972801-20230605154430,T2306052114371159472352,29728,VAN HEUSEN,2972801,2972801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,14100.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,27070-2707001-20230605132347,T2306051854098080375826,27070,27070,2707001,2707001,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,1499.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,27070-2707001-20230605130523,T2306051835395109944947,27070,27070,2707001,2707001,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,58.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,27070-2707001-20230605155229,T2306052122420737866062,27070,27070,2707001,2707001,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,600.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,67054-6705401-20230605125954,T2306051830147636475679,67054,67054,6705401,6705401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1399.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66157-6615701-20230605131801,T2306051848073279112602,66157,Peter England,6615701,6615701,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,8191.000000,0.000000,0.000000,0.000000,0.000000
ABFRLLOUISPHILIPPE,PAYMENT,13703-1370301-20230605093134,T2306051501437455124585,13703,Louis Philippe,1370301,1370301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571685208,749.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36735-3673501-20230605073315,T2306051303463280228512,36735,As Prime Lalitpur,3673501,3673501,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,2299.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36735-3673501-20230605123653,T2306051807160620393995,36735,As Prime Lalitpur,3673501,3673501,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,5595.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36735-3673501-20230605103957,T2306051610094244534970,36735,As Prime Lalitpur,3673501,3673501,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,1299.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63838-6383801-20230605101649,T2306051547420374820655,63838,Peter England,6383801,6383801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1799.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63838-6383801-20230605153612,T2306052106376528849955,63838,Peter England,6383801,6383801,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3497.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63645-6364501-20230605123958,T2306051810155971720013,63645,Peter England,6364501,6364501,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3398.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63645-6364501-20230605102133,T2306051551409733552727,63645,Peter England,6364501,6364501,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,4116.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,63645-6364501-20230605144359,T2306052014272727866874,63645,Peter England,6364501,6364501,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1599.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPLANETFASHION,PAYMENT,41039-4103901-20230605160951,T2306052140202060375203,41039,Planet Fashion Bank Street,4103901,4103901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571287290,156.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,62684-6268401-20230605123430,T2306051804426141316832,62684,Peter England - Sangamner,6268401,6268401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1499.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,27564-2756401-20230605131033,T2306051841098474244142,27564,27564,2756401,2756401,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,1999.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66046-6604601-20230605142517,T2306051955314407922290,66046,Peter England,6604601,6604601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1999.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66046-6604601-20230605095019,T2306051520282055557663,66046,Peter England,6604601,6604601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1199.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66046-6604601-20230605091352,T2306051443591633992029,66046,Peter England,6604601,6604601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,269.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66046-6604601-20230605105811,T2306051628218200638280,66046,Peter England,6604601,6604601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3097.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66046-6604601-20230605131310,T2306051843196164534161,66046,Peter England,6604601,6604601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3497.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66046-6604601-20230605095441,T2306051524507145601052,66046,Peter England,6604601,6604601,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,699.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66643-6664301-20230605132537,T2306051855561304534352,66643,Pe Red Mulagunda Road,6664301,6664301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3598.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,62577-6257701-20230605142030,T2306051950516678041873,62577,Peter England - Hanamkonda,6257701,6257701,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,3798.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,62577-6257701-20230605142253,T2306051953033990309069,62577,Peter England - Hanamkonda,6257701,6257701,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,455.000000,0.000000,0.000000,0.000000,0.000000
ABFRLPETERENGLAND,PAYMENT,66229-6622901-20230605080930,T2306051340030542924156,66229,Peter England,6622901,6622901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571684202,1799.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36603-3660301-20230605120443,T2306051734527749944626,36603,Allen Solly Forum Esplande,3660301,3660301,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,1525.000000,0.000000,0.000000,0.000000,0.000000
ABFRLVANHEUSEN,PAYMENT,28054-2805402-20230605132018,T2306051850419498090023,28054,Van Heusen - 4th Block Jayanagar,2805402,2805402,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31570999410,5497.000000,0.000000,0.000000,0.000000,0.000000
ABFRLALLENSOLLY,PAYMENT,36709-3670901-20230605073124,T2306051301334189754509,36709,Allen Solly Sarath City Capital Mall- Kw,3670901,3670901,PhonePe Private Limited,UPI_FULFILMENT,05-06-2023,05-06-2023,06-06-2023,YESB31571321681,2999.000000,0.000000,0.000000,0.000000,0.000000
