"Sales Date","Deposit Date","Store ID","Retek Code",Brand,"Bank Drop ID","Tender Amount","BankDrop Amount","Deposit Amount","Tender Difference[Tender-Deposit]","Pending Difference","Reconcilied Difference",Status,"Reconciliation Status"
10-04-2024,10-04-2024,7960,17960,"LOUIS PHILIPPE",,.00,.00,46300.00,-46300.00,-46300.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7956,17956,"LP ALL STAR",,.00,.00,33030.00,-33030.00,-33030.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7980,17980,"LP ALL STAR",,.00,.00,2000.00,-2000.00,-2000.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7984,87984,"PEM VALUE STORE",,.00,.00,20700.00,-20700.00,-20700.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7925,17925,"LOUIS PHILIPPE",1792500252,1500.00,14410.00,14410.00,-12910.00,-12910.00,,"Not Matched",Pending
10-04-2024,12-04-2024,7928,37928,"ALLEN SOLLY",3792800301,3398.00,3800.00,3800.00,-402.00,-402.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7932,27932,"VAN HEUSEN",,.00,.00,21650.00,-21650.00,-21650.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7918,17918,"LOUIS PHILIPPE",,.00,.00,58850.00,-58850.00,-58850.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7917,37917,"ALLEN SOLLY",,.00,.00,23250.00,-23250.00,-23250.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7941,17941,"LOUIS PHILIPPE",,.00,.00,14310.00,-14310.00,-14310.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7936,37936,"AS PRIME",,.00,.00,54800.00,-54800.00,-54800.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7937,17937,"LOUIS PHILIPPE",,.00,.00,6200.00,-6200.00,-6200.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7895,27895,"VH GOLD",,.00,.00,7100.00,-7100.00,-7100.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7903,67903,"PE BLUE",6790300276,33718.00,39100.00,39100.00,-5382.00,-5382.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7893,27893,"VH GOLD",,.00,.00,23000.00,-23000.00,-23000.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7880,67880,"PE RED",,.00,.00,20680.00,-20680.00,-20680.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7914,87914,"PEM VALUE STORE",,.00,.00,25000.00,-25000.00,-25000.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7913,67913,"PE RED",,.00,.00,1800.00,-1800.00,-1800.00,,"Not Matched",Pending
10-04-2024,12-04-2024,7896,87896,"ALLEN SOLLY VALUE STORE",8789600396,9354.00,9500.00,9500.00,-146.00,-146.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7911,17911,"LP ALL STAR",,.00,.00,13972.00,-13972.00,-13972.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7911,17911,"LP ALL STAR",,.00,.00,27286.00,-27286.00,-27286.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7856,77856,REEBOK,,.00,.00,13600.00,-13600.00,-13600.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7858,37858,"AS PRIME",,.00,.00,4420.00,-4420.00,-4420.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7851,37851,"AS PRIME",3785100305,37149.00,72130.00,72130.00,-34981.00,-34981.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7849,17849,"LP ALL STAR",,.00,.00,12850.00,-12850.00,-12850.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7855,37855,"AS PRIME",,.00,.00,33928.00,-33928.00,-33928.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7853,37853,"AS PRIME",,.00,.00,13320.00,-13320.00,-13320.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7865,27865,"VH GOLD",2786500175,10006.00,11000.00,11000.00,-994.00,-994.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7870,67870,"PE RED",,.00,.00,4200.00,-4200.00,-4200.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7878,37878,"AS PRIME",,.00,.00,113740.00,-113740.00,-113740.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7879,17879,"LP ALL STAR",,.00,.00,42250.00,-42250.00,-42250.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7827,17827,"LP ALL STAR",,.00,.00,12040.00,-12040.00,-12040.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7829,67829,"PE RED",,.00,.00,29170.00,-29170.00,-29170.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7822,37822,"AS PRIME",,.00,.00,36384.00,-36384.00,-36384.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7820,17820,"LP ALL STAR",,.00,.00,30210.00,-30210.00,-30210.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7818,17818,"LP ALL STAR",,.00,.00,41500.00,-41500.00,-41500.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7813,37813,"AS PRIME",,.00,.00,4540.00,-4540.00,-4540.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7729,27729,"VH GOLD",2772900389,23829.00,9500.00,9500.00,14329.00,14329.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7722,77722,REEBOK,,.00,.00,1500.00,-1500.00,-1500.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7727,87727,"LOUIS PHILIPPE VALUE STORE",,.00,.00,8300.00,-8300.00,-8300.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7739,17739,"LP ALL STAR",,.00,.00,12920.00,-12920.00,-12920.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7752,17752,"LP ALL STAR",,.00,.00,8590.00,-8590.00,-8590.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7746,37746,"ALLEN SOLLY",,.00,.00,6000.00,-6000.00,-6000.00,,"Not Matched",Pending
10-04-2024,12-04-2024,7745,27745,"VH GOLD",2774500501,38975.00,35600.00,35600.00,3375.00,3375.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7743,37743,"AS PRIME",,.00,.00,700.00,-700.00,-700.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7811,17811,"LP ALL STAR",1781100375,11490.00,19250.00,19250.00,-7760.00,-7760.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7773,37773,"ALLEN SOLLY",,.00,.00,5700.00,-5700.00,-5700.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7763,67763,"PE RED",,.00,.00,34200.00,-34200.00,-34200.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7765,17765,"LOUIS PHILIPPE",,.00,.00,920.00,-920.00,-920.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7764,,"VH GOLD",,.00,.00,11400.00,-11400.00,-11400.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7764,,"VH GOLD",,.00,.00,94050.00,-94050.00,-94050.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7704,27704,"VAN HEUSEN",,.00,.00,25110.00,-25110.00,-25110.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7719,27719,"VH GOLD",,.00,.00,6500.00,-6500.00,-6500.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7698,87698,"LOUIS PHILIPPE VALUE STORE",,.00,.00,34200.00,-34200.00,-34200.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7701,87701,"VAN HEUSEN VALUE STORE",,.00,.00,12532.00,-12532.00,-12532.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7699,87699,"VAN HEUSEN VALUE STORE",,.00,.00,17200.00,-17200.00,-17200.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7684,37684,"AS PRIME",,.00,.00,9750.00,-9750.00,-9750.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7675,17675,"LOUIS PHILIPPE",1767500408,9296.00,39780.00,39780.00,-30484.00,-30484.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7669,17669,"LP ALL STAR",,.00,.00,4600.00,-4600.00,-4600.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7668,37668,"AS PRIME",,.00,.00,32600.00,-32600.00,-32600.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7647,17647,"LP ALL STAR",,.00,.00,1200.00,-1200.00,-1200.00,,"Not Matched",Pending
10-04-2024,12-04-2024,7645,17645,"LOUIS PHILIPPE",1764500448,10298.00,10150.00,10150.00,148.00,148.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7628,37628,"ALLEN SOLLY",3762800381,4398.00,4000.00,4000.00,398.00,398.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7614,67614,"PE BLUE",,.00,.00,4800.00,-4800.00,-4800.00,,"Not Matched",Pending
10-04-2024,12-04-2024,7631,37631,"ALLEN SOLLY",3763100525,52486.00,50300.00,50300.00,2186.00,2186.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7643,37643,"AS PRIME",,.00,.00,7300.00,-7300.00,-7300.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7634,27634,"VH GOLD",,.00,.00,35922.00,-35922.00,-35922.00,,"Not Matched",Pending
10-04-2024,12-04-2024,7633,67633,"PE BLUE",6763300492,17715.00,18000.00,18000.00,-285.00,-285.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7612,27612,"VAN HEUSEN",,.00,.00,9520.00,-9520.00,-9520.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7610,37610,"ALLEN SOLLY",3761000348,24139.00,9100.00,9100.00,15039.00,15039.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7622,37622,"AS PRIME",,.00,.00,63059.00,-63059.00,-63059.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7622,37622,"AS PRIME",,.00,.00,55738.00,-55738.00,-55738.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7598,27598,"VH GOLD",,.00,.00,24200.00,-24200.00,-24200.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7599,27599,"VH GOLD",,.00,.00,8300.00,-8300.00,-8300.00,,"Not Matched",Pending
10-04-2024,12-04-2024,7605,37605,"ALLEN SOLLY",3760500508,6247.00,6070.00,6070.00,177.00,177.00,,"Not Matched",Pending
10-04-2024,12-04-2024,7602,27602,"VH GOLD",2760200358,8819.00,11940.00,11940.00,-3121.00,-3121.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7542,67542,"PE BLUE",,.00,.00,48400.00,-48400.00,-48400.00,,"Not Matched",Pending
10-04-2024,12-04-2024,7541,67541,"PE BLUE",6754100519,21944.00,22050.00,22050.00,-106.00,-106.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7295,17295,"LOUIS PHILIPPE",,.00,.00,13600.00,-13600.00,-13600.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7572,67572,"PE BLUE",6757200324,4798.00,5000.00,5000.00,-202.00,-202.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7574,67574,"PE BLUE",,.00,.00,4140.00,-4140.00,-4140.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7576,87576,"VAN HEUSEN VALUE STORE",,.00,.00,50000.00,-50000.00,-50000.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7570,27570,"VAN HEUSEN",,.00,.00,23100.00,-23100.00,-23100.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7282,67282,"PE RED",,.00,.00,38700.00,-38700.00,-38700.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7202,27202,"VAN HEUSEN",,.00,.00,20450.00,-20450.00,-20450.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7094,67094,"PE BLUE",6709400189,2798.00,15000.00,15000.00,-12202.00,-12202.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7212,67212,"PE RED",,.00,.00,21520.00,-21520.00,-21520.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7211,67211,"PE RED",,.00,.00,6200.00,-6200.00,-6200.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7265,67265,"PE BLUE",,.00,.00,32470.00,-32470.00,-32470.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7254,87254,"LOUIS PHILIPPE VALUE STORE",,.00,.00,1100.00,-1100.00,-1100.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7250,17250,"LOUIS PHILIPPE",,.00,.00,61700.00,-61700.00,-61700.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7255,67255,"PE BLUE",,.00,.00,8640.00,-8640.00,-8640.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7074,27074,"VH GOLD",2707400222,16552.00,38770.00,38770.00,-22218.00,-22218.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7073,67073,"PE BLUE",,.00,.00,8150.00,-8150.00,-8150.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7071,27071,"VAN HEUSEN",,.00,.00,33400.00,-33400.00,-33400.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7067,37067,"AS PRIME",,.00,.00,5400.00,-5400.00,-5400.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7078,87078,"VAN HEUSEN VALUE STORE",,.00,.00,51750.00,-51750.00,-51750.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7058,87058,"PEM VALUE STORE",,.00,.00,78650.00,-78650.00,-78650.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7057,17057,"LOUIS PHILIPPE",,.00,.00,42940.00,-42940.00,-42940.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7024,27024,"VH GOLD",,.00,.00,14000.00,-14000.00,-14000.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7036,87036,"ALLEN SOLLY VALUE STORE",,.00,.00,40880.00,-40880.00,-40880.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7031,67031,"PE RED",6703100306,24829.00,13630.00,13630.00,11199.00,11199.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7022,37022,"ALLEN SOLLY",,.00,.00,5000.00,-5000.00,-5000.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7022,37022,"ALLEN SOLLY",,.00,.00,1060.00,-1060.00,-1060.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6994,66994,"PE RED",,.00,.00,1000.00,-1000.00,-1000.00,,"Not Matched",Pending
10-04-2024,10-04-2024,7008,87008,"PEM VALUE STORE",,.00,.00,67400.00,-67400.00,-67400.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6989,86989,"PEM VALUE STORE",8698900462,7297.00,20200.00,20200.00,-12903.00,-12903.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6993,66993,"PE RED",6699300493,11957.00,11300.00,11300.00,657.00,657.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6987,66987,"PE RED",,.00,.00,19200.00,-19200.00,-19200.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6962,36962,"AS PRIME",,.00,.00,1300.00,-1300.00,-1300.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6973,66973,"PE BLUE",,.00,.00,28700.00,-28700.00,-28700.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6921,36921,"AS PRIME",,.00,.00,16420.00,-16420.00,-16420.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6942,36942,"ALLEN SOLLY",3694200482,12366.00,3300.00,3300.00,9066.00,9066.00,,"Not Matched",Pending
10-04-2024,12-04-2024,6946,16946,"LOUIS PHILIPPE",1694600519,47635.00,47500.00,47500.00,135.00,135.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6944,16944,"LOUIS PHILIPPE",,.00,.00,4200.00,-4200.00,-4200.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6872,26872,"VH GOLD",,.00,.00,16900.00,-16900.00,-16900.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6887,86887,"LOUIS PHILIPPE VALUE STORE",8688700574,26090.00,29240.00,29240.00,-3150.00,-3150.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6914,36914,"AS PRIME",3691400338,11046.00,18480.00,18480.00,-7434.00,-7434.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6759,36759,"ALLEN SOLLY",3675900576,29729.00,32810.00,32810.00,-3081.00,-3081.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6746,66746,"PE RED",,.00,.00,9494.00,-9494.00,-9494.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6758,36758,"ALLEN SOLLY",,.00,.00,8550.00,-8550.00,-8550.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6778,86778,"PEM VALUE STORE",8677800390,1998.00,5800.00,5800.00,-3802.00,-3802.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6762,36762,"AS PRIME",,.00,.00,29745.00,-29745.00,-29745.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6733,86733,"ALLEN SOLLY VALUE STORE",,.00,.00,17590.00,-17590.00,-17590.00,,"Not Matched",Pending
10-04-2024,12-04-2024,6734,36734,"AS PRIME",3673400707,16596.00,10400.00,10400.00,6196.00,6196.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6742,66742,"PE RED",,.00,.00,5550.00,-5550.00,-5550.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6743,66743,"PE RED",,.00,.00,9800.00,-9800.00,-9800.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6821,36821,"ALLEN SOLLY",,.00,.00,38900.00,-38900.00,-38900.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6823,36823,"AS PRIME",,.00,.00,15180.00,-15180.00,-15180.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6782,36782,"ALLEN SOLLY",,.00,.00,22930.00,-22930.00,-22930.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6777,66777,"PE BLUE",,.00,.00,10700.00,-10700.00,-10700.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6790,36790,"ALLEN SOLLY",,.00,.00,15000.00,-15000.00,-15000.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6775,66775,"PE BLUE",,.00,.00,5130.00,-5130.00,-5130.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6781,16781,"LOUIS PHILIPPE",,.00,.00,54530.00,-54530.00,-54530.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6780,16780,"LOUIS PHILIPPE",1678000536,23946.00,15240.00,15240.00,8706.00,8706.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6632,66632,"PE RED",,.00,.00,2810.00,-2810.00,-2810.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6630,66630,"PE RED",,.00,.00,9350.00,-9350.00,-9350.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6637,66637,"PE RED",,.00,.00,32231.00,-32231.00,-32231.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6643,66643,"PE RED",,.00,.00,17900.00,-17900.00,-17900.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6648,86648,"ALLEN SOLLY VALUE STORE",,.00,.00,117470.00,-117470.00,-117470.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6613,86613,"PEM VALUE STORE",,.00,.00,66270.00,-66270.00,-66270.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6628,66628,"PE RED",,.00,.00,85220.00,-85220.00,-85220.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6720,86720,"VAN HEUSEN VALUE STORE",,.00,.00,297350.00,-297350.00,-297350.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6716,66716,"PE RED",,.00,.00,4300.00,-4300.00,-4300.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6722,66722,"PE RED",6672200340,7195.00,1500.00,1500.00,5695.00,5695.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6721,36721,"AS PRIME",,.00,.00,8870.00,-8870.00,-8870.00,,"Not Matched",Pending
10-04-2024,11-04-2024,6711,66711,"PE BLUE",6671100575,3898.00,7200.00,7200.00,-3302.00,-3302.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6715,66715,"PE BLUE",,.00,.00,5250.00,-5250.00,-5250.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6703,36703,"AS PRIME",,.00,.00,33550.00,-33550.00,-33550.00,,"Not Matched",Pending
10-04-2024,12-04-2024,6689,66689,"PE BLUE",6668900651,11218.00,11100.00,11100.00,118.00,118.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6674,66674,"PE BLUE",,.00,.00,6000.00,-6000.00,-6000.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6563,66563,"PE RED",,.00,.00,22800.00,-22800.00,-22800.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6549,86549,"ALLEN SOLLY VALUE STORE",,.00,.00,11800.00,-11800.00,-11800.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6557,66557,"PE BLUE",,.00,.00,1100.00,-1100.00,-1100.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6571,66571,"PE RED",6657100435,7894.00,29780.00,29780.00,-21886.00,-21886.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6454,66454,"PE BLUE",,.00,.00,6500.00,-6500.00,-6500.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6456,66456,"PE BLUE",,.00,.00,46060.00,-46060.00,-46060.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6459,36459,"AS PRIME",,.00,.00,33300.00,-33300.00,-33300.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6480,86480,"LOUIS PHILIPPE VALUE STORE",,.00,.00,113140.00,-113140.00,-113140.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6492,86492,"VAN HEUSEN VALUE STORE",,.00,.00,47100.00,-47100.00,-47100.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6512,36512,"AS PRIME",,.00,.00,38658.00,-38658.00,-38658.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6510,86510,"VAN HEUSEN VALUE STORE",,.00,.00,11211.00,-11211.00,-11211.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6387,66387,"PE RED",6638700357,5468.00,2800.00,2800.00,2668.00,2668.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6388,66388,"PE RED",,.00,.00,15834.00,-15834.00,-15834.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6384,66384,"PE RED",6638400554,12929.00,12270.00,12270.00,659.00,659.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6377,66377,"PE BLUE",,.00,.00,17050.00,-17050.00,-17050.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6379,66379,"PE BLUE",,.00,.00,5300.00,-5300.00,-5300.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6376,66376,"PE RED",,.00,.00,21725.00,-21725.00,-21725.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6392,66392,"PE RED",,.00,.00,3100.00,-3100.00,-3100.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6394,66394,"PE BLUE",,.00,.00,10300.00,-10300.00,-10300.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6423,66423,"PE RED",,.00,.00,35198.00,-35198.00,-35198.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6415,66415,"PE RED",,.00,.00,15340.00,-15340.00,-15340.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6450,66450,"PE BLUE",,.00,.00,3200.00,-3200.00,-3200.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6434,66434,"PE BLUE",6643400676,16750.00,3000.00,3000.00,13750.00,13750.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6429,66429,"PE RED",,.00,.00,2400.00,-2400.00,-2400.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6441,36441,"ALLEN SOLLY",,.00,.00,1000.00,-1000.00,-1000.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6346,66346,"PE RED",,.00,.00,7500.00,-7500.00,-7500.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6343,86343,"LOUIS PHILIPPE VALUE STORE",,.00,.00,159370.00,-159370.00,-159370.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6313,66313,"PE RED",,.00,.00,8430.00,-8430.00,-8430.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6286,66286,"PE RED",,.00,.00,25024.00,-25024.00,-25024.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6281,66281,"PE BLUE",,.00,.00,6200.00,-6200.00,-6200.00,,"Not Matched",Pending
10-04-2024,12-04-2024,6348,66348,"PE RED",6634800520,20503.00,27050.00,27050.00,-6547.00,-6547.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6347,66347,"PE RED",6634700490,2797.00,5340.00,5340.00,-2543.00,-2543.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6351,66351,"PE RED",,.00,.00,11321.00,-11321.00,-11321.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6351,66351,"PE RED",,.00,.00,2598.00,-2598.00,-2598.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6354,66354,"PE RED",,.00,.00,21084.00,-21084.00,-21084.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6369,66369,"PE RED",,.00,.00,2198.00,-2198.00,-2198.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6366,66366,"PE RED",,.00,.00,18400.00,-18400.00,-18400.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6365,66365,"PE RED",,.00,.00,60500.00,-60500.00,-60500.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6364,66364,"PE RED",,.00,.00,13700.00,-13700.00,-13700.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6350,66350,"PE BLUE",,.00,.00,41150.00,-41150.00,-41150.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6359,66359,"PE RED",,.00,.00,6700.00,-6700.00,-6700.00,,"Not Matched",Pending
10-04-2024,15-04-2024,6265,66265,"PE RED",6626500512,798.00,1000.00,1000.00,-202.00,-202.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6260,86260,"PEM VALUE STORE",8626000396,7119.00,18500.00,18500.00,-11381.00,-11381.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6212,86212,"LOUIS PHILIPPE VALUE STORE",8621200563,8797.00,22900.00,22900.00,-14103.00,-14103.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6214,66214,"PE RED",,.00,.00,45410.00,-45410.00,-45410.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6213,86213,"LOUIS PHILIPPE VALUE STORE",,.00,.00,58160.00,-58160.00,-58160.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6203,66203,"PE RED",,.00,.00,10470.00,-10470.00,-10470.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6208,66208,"PE RED",,.00,.00,5000.00,-5000.00,-5000.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6170,66170,"PE RED",,.00,.00,30015.00,-30015.00,-30015.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6171,66171,"PE RED",,.00,.00,37780.00,-37780.00,-37780.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6163,66163,"PE RED",6616300414,8294.00,4850.00,4850.00,3444.00,3444.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6160,66160,"PE RED",6616000452,3498.00,4780.00,4780.00,-1282.00,-1282.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6153,86153,"ALLEN SOLLY VALUE STORE",,.00,.00,33800.00,-33800.00,-33800.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6151,86151,"ALLEN SOLLY VALUE STORE",,.00,.00,5520.00,-5520.00,-5520.00,,"Not Matched",Pending
10-04-2024,10-04-2024,6127,66127,"PE RED",,.00,.00,3400.00,-3400.00,-3400.00,,"Not Matched",Pending
