"Sales Date","Deposit Date","Store ID","Retek Code",Brand,"Bank Drop ID","Tender Amount","BankDrop Amount","Deposit Amount","Tender Difference[Tender-Deposit]","Pending Difference","Reconcilied Difference",Status,"Reconciliation Status"
04-04-2024,04-04-2024,9729,19729,"LOUIS PHILIPPE",1972900152,55916.00,9600.00,9600.00,46316.00,46316.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9716,,"AMERICAN EAGLE VALUE STORE",,.00,.00,42430.00,-42430.00,-42430.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9687,19687,"LOUIS PHILIPPE",,.00,.00,17400.00,-17400.00,-17400.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9687,19687,"LOUIS PHILIPPE",,.00,.00,18450.00,-18450.00,-18450.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9699,,"VAN HEUSEN",,.00,.00,28430.00,-28430.00,-28430.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9742,39742,"ALLEN SOLLY",,.00,.00,8200.00,-8200.00,-8200.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9771,69771,"PE BLUE",,.00,.00,10000.00,-10000.00,-10000.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9752,29752,"VAN HEUSEN",,.00,.00,860.00,-860.00,-860.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9747,19747,"LOUIS PHILIPPE",,.00,.00,2610.00,-2610.00,-2610.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9632,19632,"LOUIS PHILIPPE",,.00,.00,6370.00,-6370.00,-6370.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9629,19629,"LOUIS PHILIPPE",1962900487,12147.00,30700.00,30700.00,-18553.00,-18553.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9597,29597,"VAN HEUSEN",,.00,.00,8000.00,-8000.00,-8000.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9646,19646,"LOUIS PHILIPPE",,.00,.00,4800.00,-4800.00,-4800.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9677,39677,"ALLEN SOLLY",,.00,.00,8810.00,-8810.00,-8810.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9676,39676,"ALLEN SOLLY",,.00,.00,22000.00,-22000.00,-22000.00,,"Not Matched",Pending
04-04-2024,05-04-2024,9676,39676,"ALLEN SOLLY",3967600702,37849.00,15800.00,15800.00,22049.00,22049.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9496,19496,"LP ALL STAR",,.00,.00,20440.00,-20440.00,-20440.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9588,,"AMERICAN EAGLE VALUE STORE",,.00,.00,10940.00,-10940.00,-10940.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9464,69464,"PE BLUE",,.00,.00,5300.00,-5300.00,-5300.00,,"Not Matched",Pending
04-04-2024,05-04-2024,9488,69488,"PE BLUE",6948800192,14188.00,19000.00,19000.00,-4812.00,-4812.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9487,69487,"PE BLUE",,.00,.00,21000.00,-21000.00,-21000.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9226,59226,"AMERICAN EAGLE",,.00,.00,21600.00,-21600.00,-21600.00,,"Not Matched",Pending
04-04-2024,05-04-2024,9401,29401,"VAN HEUSEN",2940100438,4800.00,5550.00,5550.00,-750.00,-750.00,,"Not Matched",Pending
04-04-2024,05-04-2024,9228,59228,"AMERICAN EAGLE",5922800136,19188.00,26420.00,26420.00,-7232.00,-7232.00,,"Not Matched",Pending
04-04-2024,06-04-2024,9438,19438,"LOUIS PHILIPPE",1943800656,1789.00,2000.00,2000.00,-211.00,-211.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8415,78415,"FOREVER 21",,.00,.00,19682.00,-19682.00,-19682.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8414,78414,"FOREVER 21",,.00,.00,8000.00,-8000.00,-8000.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8354,28354,"VH GOLD",2835400493,12003.00,19230.00,19230.00,-7227.00,-7227.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8448,78448,"FOREVER 21",,.00,.00,28920.00,-28920.00,-28920.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8453,78453,"FOREVER 21",,.00,.00,3610.00,-3610.00,-3610.00,,"Not Matched",Pending
04-04-2024,05-04-2024,8469,78469,"FOREVER 21",7846900371,10884.00,11000.00,11000.00,-116.00,-116.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9069,19069,"LOUIS PHILIPPE",1906900566,6902.00,16200.00,16200.00,-9298.00,-9298.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8477,78477,"FOREVER 21",,.00,.00,400.00,-400.00,-400.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9176,,"AMERICAN EAGLE VALUE STORE",,.00,.00,12240.00,-12240.00,-12240.00,,"Not Matched",Pending
04-04-2024,04-04-2024,9181,59181,"AMERICAN EAGLE",,.00,.00,3670.00,-3670.00,-3670.00,,"Not Matched",Pending
04-04-2024,05-04-2024,9163,59163,"AMERICAN EAGLE",5916300711,4848.00,6940.00,6940.00,-2092.00,-2092.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8190,28190,"VAN HEUSEN",2819000703,11290.00,24470.00,24470.00,-13180.00,-13180.00,,"Not Matched",Pending
04-04-2024,05-04-2024,8181,28181,"VAN HEUSEN",2818100726,79376.00,79500.00,79500.00,-124.00,-124.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8143,28143,"VAN HEUSEN",,.00,.00,4000.00,-4000.00,-4000.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8130,28130,"VAN HEUSEN",2813000700,5598.00,11200.00,11200.00,-5602.00,-5602.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8114,28114,"VAN HEUSEN",,.00,.00,9400.00,-9400.00,-9400.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8215,28215,"VAN HEUSEN",,.00,.00,6800.00,-6800.00,-6800.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8215,28215,"VAN HEUSEN",,.00,.00,3300.00,-3300.00,-3300.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8215,28215,"VAN HEUSEN",,.00,.00,4900.00,-4900.00,-4900.00,,"Not Matched",Pending
04-04-2024,05-04-2024,8295,28295,"VH GOLD",2829500528,31303.00,16830.00,16830.00,14473.00,14473.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8348,28348,"VH GOLD",,.00,.00,4650.00,-4650.00,-4650.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8342,28342,"VAN HEUSEN",,.00,.00,7300.00,-7300.00,-7300.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7967,87967,"PEM VALUE STORE",,.00,.00,1500.00,-1500.00,-1500.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7959,17959,"LP ALL STAR",,.00,.00,4100.00,-4100.00,-4100.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7993,87993,"VAN HEUSEN VALUE STORE",8799300204,31016.00,23540.00,23540.00,7476.00,7476.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7997,77997,REEBOK,7799700223,400.00,18160.00,18160.00,-17760.00,-17760.00,,"Not Matched",Pending
04-04-2024,04-04-2024,8088,28088,"VAN HEUSEN",,.00,.00,32130.00,-32130.00,-32130.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7937,17937,"LOUIS PHILIPPE",,.00,.00,13200.00,-13200.00,-13200.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7928,37928,"ALLEN SOLLY",,.00,.00,13800.00,-13800.00,-13800.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7925,17925,"LOUIS PHILIPPE",1792500247,8797.00,6000.00,6000.00,2797.00,2797.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7903,67903,"PE BLUE",6790300271,29192.00,8560.00,8560.00,20632.00,20632.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7894,27894,"VH GOLD",2789400325,9582.00,5410.00,5410.00,4172.00,4172.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7895,27895,"VH GOLD",2789500231,5496.00,1300.00,1300.00,4196.00,4196.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7881,17881,"LOUIS PHILIPPE",,.00,.00,2500.00,-2500.00,-2500.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7911,17911,"LP ALL STAR",,.00,.00,2400.00,-2400.00,-2400.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7914,87914,"PEM VALUE STORE",,.00,.00,29500.00,-29500.00,-29500.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7851,37851,"AS PRIME",3785100299,20279.00,12850.00,12850.00,7429.00,7429.00,,"Not Matched",Pending
04-04-2024,05-04-2024,7861,27861,"VH GOLD",2786100409,11104.00,10600.00,10600.00,504.00,504.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7879,17879,"LP ALL STAR",,.00,.00,65020.00,-65020.00,-65020.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7866,27866,"VH GOLD",2786600194,5475.00,8450.00,8450.00,-2975.00,-2975.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7865,27865,"VH GOLD",2786500172,16737.00,10500.00,10500.00,6237.00,6237.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7844,87844,"VAN HEUSEN VALUE STORE",,.00,.00,21650.00,-21650.00,-21650.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7821,27821,"VH GOLD",,.00,.00,4800.00,-4800.00,-4800.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7827,17827,"LP ALL STAR",,.00,.00,14150.00,-14150.00,-14150.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7811,17811,"LP ALL STAR",1781100370,9479.00,20500.00,20500.00,-11021.00,-11021.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7773,37773,"ALLEN SOLLY",,.00,.00,2300.00,-2300.00,-2300.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7729,27729,"VH GOLD",2772900384,7643.00,7800.00,7800.00,-157.00,-157.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7746,37746,"ALLEN SOLLY",,.00,.00,5200.00,-5200.00,-5200.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7719,27719,"VH GOLD",,.00,.00,3400.00,-3400.00,-3400.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7704,27704,"VAN HEUSEN",2770400374,6.00,7100.00,7100.00,-7094.00,-7094.00,,"Not Matched",Pending
04-04-2024,05-04-2024,7706,87706,"PEM VALUE STORE",8770600255,4584.00,8300.00,8300.00,-3716.00,-3716.00,,"Not Matched",Pending
04-04-2024,05-04-2024,7699,87699,"VAN HEUSEN VALUE STORE",8769900346,4372.00,4600.00,4600.00,-228.00,-228.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7695,67695,"PE BLUE",,.00,.00,1784.00,-1784.00,-1784.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7684,37684,"AS PRIME",,.00,.00,9651.00,-9651.00,-9651.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7675,17675,"LOUIS PHILIPPE",1767500402,47010.00,25980.00,25980.00,21030.00,21030.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7620,17620,"LOUIS PHILIPPE",,.00,.00,10600.00,-10600.00,-10600.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7628,37628,"ALLEN SOLLY",3762800375,7999.00,2740.00,2740.00,5259.00,5259.00,,"Not Matched",Pending
04-04-2024,05-04-2024,7633,67633,"PE BLUE",6763300486,18739.00,21250.00,21250.00,-2511.00,-2511.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7610,37610,"ALLEN SOLLY",,.00,.00,7480.00,-7480.00,-7480.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7619,17619,"LOUIS PHILIPPE",,.00,.00,4670.00,-4670.00,-4670.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7622,37622,"AS PRIME",,.00,.00,10491.00,-10491.00,-10491.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7558,27558,"VH GOLD",,.00,.00,41630.00,-41630.00,-41630.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7557,27557,"VAN HEUSEN",,.00,.00,3800.00,-3800.00,-3800.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7572,67572,"PE BLUE",6757200319,2308.00,17050.00,17050.00,-14742.00,-14742.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7573,67573,"PE BLUE",,.00,.00,35600.00,-35600.00,-35600.00,,"Not Matched",Pending
04-04-2024,05-04-2024,7287,27287,"VAN HEUSEN",2728700503,26114.00,25520.00,25520.00,594.00,594.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7264,17264,"LOUIS PHILIPPE",,.00,.00,9210.00,-9210.00,-9210.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7288,27288,"VAN HEUSEN",,.00,.00,2200.00,-2200.00,-2200.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7205,67205,"PE BLUE",,.00,.00,6490.00,-6490.00,-6490.00,,"Not Matched",Pending
04-04-2024,05-04-2024,7253,17253,"LOUIS PHILIPPE",1725300359,10017.00,11000.00,11000.00,-983.00,-983.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7254,87254,"LOUIS PHILIPPE VALUE STORE",8725400576,50.00,2350.00,2350.00,-2300.00,-2300.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7093,67093,"PE RED",,.00,.00,12000.00,-12000.00,-12000.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7068,27068,"VH GOLD",,.00,.00,8380.00,-8380.00,-8380.00,,"Not Matched",Pending
04-04-2024,05-04-2024,7066,37066,"AS PRIME",3706600182,3798.00,4000.00,4000.00,-202.00,-202.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7036,87036,"ALLEN SOLLY VALUE STORE",8703600211,2199.00,2000.00,2000.00,199.00,199.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7040,27040,"VH GOLD",,.00,.00,4000.00,-4000.00,-4000.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7040,27040,"VH GOLD",,.00,.00,10980.00,-10980.00,-10980.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7039,17039,"LOUIS PHILIPPE",,.00,.00,1100.00,-1100.00,-1100.00,,"Not Matched",Pending
04-04-2024,05-04-2024,7031,67031,"PE RED",6703100300,2998.00,5000.00,5000.00,-2002.00,-2002.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7010,27010,"VAN HEUSEN",,.00,.00,13100.00,-13100.00,-13100.00,,"Not Matched",Pending
04-04-2024,04-04-2024,7008,87008,"PEM VALUE STORE",,.00,.00,12550.00,-12550.00,-12550.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6984,86984,"PEM VALUE STORE",8698400451,118.00,1000.00,1000.00,-882.00,-882.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6988,86988,"PEM VALUE STORE",8698800482,13693.00,13500.00,13500.00,193.00,193.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6987,66987,"PE RED",6698700351,7145.00,15800.00,15800.00,-8655.00,-8655.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6989,86989,"PEM VALUE STORE",8698900456,700.00,8230.00,8230.00,-7530.00,-7530.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6993,66993,"PE RED",6699300489,11091.00,3600.00,3600.00,7491.00,7491.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6962,36962,"AS PRIME",,.00,.00,6750.00,-6750.00,-6750.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6946,16946,"LOUIS PHILIPPE",1694600513,115160.00,116000.00,116000.00,-840.00,-840.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6951,86951,"PEM VALUE STORE",8695100045,10236.00,10800.00,10800.00,-564.00,-564.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6942,36942,"ALLEN SOLLY",3694200480,5649.00,9300.00,9300.00,-3651.00,-3651.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6936,66936,"PE BLUE",6693600583,1.00,1000.00,1000.00,-999.00,-999.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6928,26928,"VH GOLD",2692800433,14093.00,11850.00,11850.00,2243.00,2243.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6884,16884,"LOUIS PHILIPPE",,.00,.00,1000.00,-1000.00,-1000.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6884,16884,"LOUIS PHILIPPE",,.00,.00,29530.00,-29530.00,-29530.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6914,36914,"AS PRIME",3691400335,15101.00,7300.00,7300.00,7801.00,7801.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6911,66911,"PE RED",,.00,.00,9040.00,-9040.00,-9040.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6887,86887,"LOUIS PHILIPPE VALUE STORE",8688700568,32894.00,8870.00,8870.00,24024.00,24024.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6801,36801,"ALLEN SOLLY",,.00,.00,3500.00,-3500.00,-3500.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6800,36800,"ALLEN SOLLY",3680000588,25833.00,26000.00,26000.00,-167.00,-167.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6759,36759,"ALLEN SOLLY",3675900570,10092.00,16170.00,16170.00,-6078.00,-6078.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6741,66741,"PE RED",,.00,.00,1700.00,-1700.00,-1700.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6734,36734,"AS PRIME",3673400701,8233.00,8000.00,8000.00,233.00,233.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6651,86651,"VAN HEUSEN VALUE STORE",8665100527,10597.00,10100.00,10100.00,497.00,497.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6648,86648,"ALLEN SOLLY VALUE STORE",,.00,.00,24360.00,-24360.00,-24360.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6625,36625,"ALLEN SOLLY",,.00,.00,52830.00,-52830.00,-52830.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6619,36619,"ALLEN SOLLY",,.00,.00,18520.00,-18520.00,-18520.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6689,66689,"PE BLUE",6668900647,4339.00,4500.00,4500.00,-161.00,-161.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6555,66555,"PE RED",,.00,.00,6800.00,-6800.00,-6800.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6571,66571,"PE RED",6657100432,5695.00,1400.00,1400.00,4295.00,4295.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6587,86587,"VAN HEUSEN VALUE STORE",8658700512,28692.00,27000.00,27000.00,1692.00,1692.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6582,86582,"LOUIS PHILIPPE VALUE STORE",,.00,.00,47850.00,-47850.00,-47850.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6536,66536,"PE BLUE",,.00,.00,25960.00,-25960.00,-25960.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6467,66467,"PE RED",,.00,.00,4500.00,-4500.00,-4500.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6405,86405,"PEM VALUE STORE",,.00,.00,12150.00,-12150.00,-12150.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6415,66415,"PE RED",,.00,.00,13100.00,-13100.00,-13100.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6422,66422,"PE RED",,.00,.00,4000.00,-4000.00,-4000.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6384,66384,"PE RED",,.00,.00,4140.00,-4140.00,-4140.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6387,66387,"PE RED",6638700353,1348.00,7220.00,7220.00,-5872.00,-5872.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6375,86375,"ALLEN SOLLY VALUE STORE",8637500600,23392.00,19180.00,19180.00,4212.00,4212.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6313,66313,"PE RED",,.00,.00,820.00,-820.00,-820.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6313,66313,"PE RED",6631300562,3952.00,4100.00,4100.00,-148.00,-148.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6343,86343,"LOUIS PHILIPPE VALUE STORE",,.00,.00,116940.00,-116940.00,-116940.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6340,86340,"PEM VALUE STORE",8634000369,32457.00,32300.00,32300.00,157.00,157.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6347,66347,"PE RED",6634700485,2577.00,10900.00,10900.00,-8323.00,-8323.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6348,66348,"PE RED",6634800516,7895.00,7700.00,7700.00,195.00,195.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6351,66351,"PE RED",,.00,.00,3298.00,-3298.00,-3298.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6369,66369,"PE RED",6636900478,3598.00,4820.00,4820.00,-1222.00,-1222.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6366,66366,"PE RED",,.00,.00,13800.00,-13800.00,-13800.00,,"Not Matched",Pending
04-04-2024,06-04-2024,6265,66265,"PE RED",6626500506,1299.00,5000.00,5000.00,-3701.00,-3701.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6271,86271,"LOUIS PHILIPPE VALUE STORE",8627100562,5198.00,7800.00,7800.00,-2602.00,-2602.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6260,86260,"PEM VALUE STORE",8626000390,22188.00,17400.00,17400.00,4788.00,4788.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6256,66256,"PE RED",,.00,.00,1250.00,-1250.00,-1250.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6224,66224,"PE BLUE",,.00,.00,18560.00,-18560.00,-18560.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6213,86213,"LOUIS PHILIPPE VALUE STORE",,.00,.00,34000.00,-34000.00,-34000.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6212,86212,"LOUIS PHILIPPE VALUE STORE",8621200558,19204.00,6000.00,6000.00,13204.00,13204.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6208,66208,"PE RED",,.00,.00,10020.00,-10020.00,-10020.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6203,66203,"PE RED",,.00,.00,5700.00,-5700.00,-5700.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6151,86151,"ALLEN SOLLY VALUE STORE",,.00,.00,6000.00,-6000.00,-6000.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6160,66160,"PE RED",6616000447,6795.00,3400.00,3400.00,3395.00,3395.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6133,66133,"PE RED",,.00,.00,10200.00,-10200.00,-10200.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6127,66127,"PE RED",,.00,.00,8100.00,-8100.00,-8100.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6075,66075,"PE BLUE",,.00,.00,11060.00,-11060.00,-11060.00,,"Not Matched",Pending
04-04-2024,06-04-2024,6092,66092,"PE RED",6609200516,1299.00,300.00,300.00,999.00,999.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6120,66120,"PE RED",6612000100,12362.00,3970.00,3970.00,8392.00,8392.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6062,86062,"LOUIS PHILIPPE VALUE STORE",8606200346,27689.00,42000.00,42000.00,-14311.00,-14311.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6060,86060,"ALLEN SOLLY VALUE STORE",8606000642,3097.00,5800.00,5800.00,-2703.00,-2703.00,,"Not Matched",Pending
04-04-2024,05-04-2024,6033,86033,"LOUIS PHILIPPE VALUE STORE",8603300412,4298.00,5800.00,5800.00,-1502.00,-1502.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6020,86020,"LOUIS PHILIPPE VALUE STORE",,.00,.00,34740.00,-34740.00,-34740.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6043,66043,"PE RED",,.00,.00,2400.00,-2400.00,-2400.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6039,66039,"PE RED",,.00,.00,3526.00,-3526.00,-3526.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5874,85874,"VAN HEUSEN VALUE STORE",8587400021,23893.00,6780.00,6780.00,17113.00,17113.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6018,86018,"PEM VALUE STORE",,.00,.00,3450.00,-3450.00,-3450.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6018,86018,"PEM VALUE STORE",,.00,.00,5800.00,-5800.00,-5800.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6018,86018,"PEM VALUE STORE",,.00,.00,4200.00,-4200.00,-4200.00,,"Not Matched",Pending
04-04-2024,04-04-2024,6013,86013,"LOUIS PHILIPPE VALUE STORE",,.00,.00,22550.00,-22550.00,-22550.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5856,85856,"ALLEN SOLLY VALUE STORE",8585600044,7821.00,14700.00,14700.00,-6879.00,-6879.00,,"Not Matched",Pending
04-04-2024,05-04-2024,5848,65848,"PE RED",6584800031,500.00,14070.00,14070.00,-13570.00,-13570.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5795,35795,"ALLEN SOLLY",,.00,.00,8100.00,-8100.00,-8100.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5786,65786,"PE BLUE",,.00,.00,63720.00,-63720.00,-63720.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5767,85767,"LOUIS PHILIPPE VALUE STORE",8576700129,73322.00,5000.00,5000.00,68322.00,68322.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5775,85775,"LOUIS PHILIPPE VALUE STORE",8577500101,14267.00,2250.00,2250.00,12017.00,12017.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5711,25711,"VH GOLD",2571100129,9694.00,8000.00,8000.00,1694.00,1694.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5693,85693,"AMERICAN EAGLE VALUE STORE",,.00,.00,14250.00,-14250.00,-14250.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5699,85699,"ALLEN SOLLY VALUE STORE",8569900139,19295.00,51400.00,51400.00,-32105.00,-32105.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5709,65709,"PE BLUE",,.00,.00,19000.00,-19000.00,-19000.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5681,85681,"PEM VALUE STORE",,.00,.00,9970.00,-9970.00,-9970.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5685,85685,"VAN HEUSEN VALUE STORE",,.00,.00,2250.00,-2250.00,-2250.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5684,25684,"VAN HEUSEN",,.00,.00,24100.00,-24100.00,-24100.00,,"Not Matched",Pending
04-04-2024,05-04-2024,5649,35649,"ALLEN SOLLY",3564900099,38382.00,38150.00,38150.00,232.00,232.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5679,85679,"PEM VALUE STORE",,.00,.00,45900.00,-45900.00,-45900.00,,"Not Matched",Pending
04-04-2024,04-04-2024,5629,85629,"VAN HEUSEN VALUE STORE",,.00,.00,21900.00,-21900.00,-21900.00,,"Not Matched",Pending
04-04-2024,05-04-2024,5632,15632,"LOUIS PHILIPPE",1563200171,44834.00,45000.00,45000.00,-166.00,-166.00,,"Not Matched",Pending
04-04-2024,05-04-2024,5634,65634,"PE BLUE",6563400148,11133.00,11000.00,11000.00,133.00,133.00,,"Not Matched",Pending
