"Sales Date","Deposit Date","Store ID","Retek Code",Brand,"Collection Bank",Status,"Recon Status","Card Sale","Deposit Amount",Difference,"Store Respons Entry"
08-10-2024,08-10-2024,8356,28356,"VAN HEUSEN","SBI Card","Not Matched",Pending,45340.15,48839.15,-3499.00,
