"Unique ID","Sales Date","Deposit Date","Store ID","Retek Code",TID,"Collection Bank","Deposit Amount"
2775045,,2024-10-16,,,,"ICICI Card",87.75
2775046,,2024-10-16,,,,"ICICI Card",275.00
2775047,,2024-10-16,,,,"ICICI Card",375.00
2779642,,2024-10-15,,,,"ICICI Card",46584.00
2779643,,2024-10-15,,,,"ICICI Card",216.00
2779644,,2024-10-15,,,,"ICICI Card",1087.50
2779645,,2024-10-15,,,,"ICICI Card",112.50
2779646,,2024-10-15,,,,"ICICI Card",30085.50
2779647,,2024-10-15,,,,"ICICI Card",139.50
2779648,,2024-10-15,,,,"ICICI Card",775.00
2779649,,2024-10-15,,,,"ICICI Card",545906.25
2779650,,2024-10-15,,,,"ICICI Card",2531.25
2779651,,2024-10-15,,,,"ICICI Card",14062.50
2774428,,2024-10-14,,,VPOS1247,"AMEX Card",1.00
2774179,,2024-10-14,,,VPOS1247,"AMEX Card",1.00
2774180,,2024-10-14,,,VPOS1247,"AMEX Card",1.00
2774181,,2024-10-14,,,VPOS1247,"AMEX Card",1.00
2777779,,2024-10-14,,,,"ICICI Card",212.50
2777780,,2024-10-14,,,,"ICICI Card",25233.00
2777781,,2024-10-14,,,,"ICICI Card",117.00
2777782,,2024-10-14,,,,"ICICI Card",412.50
2777783,,2024-10-14,,,,"ICICI Card",16013.25
2777784,,2024-10-14,,,,"ICICI Card",74.25
2777778,,2024-10-14,,,,"ICICI Card",112.50
2779965,,2024-10-14,,,,"ICICI Card",252.43
2779966,,2024-10-14,,,,"ICICI Card",9799.13
2779967,,2024-10-14,,,,"ICICI Card",45.44
2779968,,2024-10-14,,,,"ICICI Card",662.50
2779969,,2024-10-14,,,,"ICICI Card",25718.25
2779970,,2024-10-14,,,,"ICICI Card",119.25
2779971,,2024-10-14,,,,"ICICI Card",212.50
2779972,,2024-10-14,,,,"ICICI Card",112.50
2777775,,2024-10-13,,,,"ICICI Card",24.75
2777776,,2024-10-13,,,,"ICICI Card",5337.75
2777777,,2024-10-13,,,,"ICICI Card",250.00
2777732,,2024-10-13,,,,"ICICI Card",33967.50
2777826,,2024-10-13,,,,"ICICI Card",137.50
2773995,,2024-10-13,,,23049992,"AMEX Card",12476.80
2779652,,2024-10-13,,,,"ICICI Card",187.50
2779653,,2024-10-13,,,,"ICICI Card",76.50
2779654,,2024-10-13,,,,"ICICI Card",16986.00
2779655,,2024-10-13,,,,"ICICI Card",212.50
2779656,,2024-10-13,,,,"ICICI Card",987.50
2779657,,2024-10-13,,,,"ICICI Card",375.00
2779658,,2024-10-13,,,,"ICICI Card",162.50
2779659,,2024-10-13,,,,"ICICI Card",531.25
2779263,,2024-10-13,,,,"ICICI Card",408.38
2779264,,2024-10-13,,,,"ICICI Card",88072.87
2779265,,2024-10-13,,,,"ICICI Card",875.00
2779266,,2024-10-13,,,,"ICICI Card",157.50
2778552,,2024-10-12,,,,"ICICI Card",475.00
2778553,,2024-10-12,,,,"ICICI Card",687.50
2780026,,2024-10-12,,,,"ICICI Card",412.50
2780027,,2024-10-12,,,,"ICICI Card",406.25
2780028,,2024-10-12,,,,"ICICI Card",31783.87
2780029,,2024-10-12,,,,"ICICI Card",147.38
2780030,,2024-10-12,,,,"ICICI Card",162.50
2777825,,2024-10-12,,,,"ICICI Card",288.95
2779973,,2024-10-12,,,,"ICICI Card",62315.80
2779962,,2024-10-12,,,,"ICICI Card",51436.50
2779963,,2024-10-12,,,,"ICICI Card",238.50
2779964,,2024-10-12,,,,"ICICI Card",1605.25
2779935,,2024-10-11,,,,"ICICI Card",362.50
2779936,,2024-10-11,,,,"ICICI Card",27659.25
2779937,,2024-10-11,,,,"ICICI Card",712.50
2779938,,2024-10-11,,,,"ICICI Card",128.25
2779960,,2024-10-11,,,,"ICICI Card",65.25
2779961,,2024-10-11,,,,"ICICI Card",14072.25
2774695,,2024-10-11,,,80124905,"HDFC Card",21995.00
2780352,,2024-10-11,,,,"ICICI Card",162.50
2780353,,2024-10-11,,,,"ICICI Card",103.50
2780354,,2024-10-11,,,,"ICICI Card",412.50
2780355,,2024-10-11,,,,"ICICI Card",22321.50
2773962,,2024-10-11,,,23049992,"AMEX Card",11198.00
2779660,,2024-10-10,,,,"ICICI Card",47554.50
2779661,,2024-10-10,,,,"ICICI Card",100.00
2779662,,2024-10-10,,,,"ICICI Card",487.50
2779663,,2024-10-10,,,,"ICICI Card",220.50
2779664,,2024-10-10,,,,"ICICI Card",187.50
2779665,,2024-10-10,,,,"ICICI Card",212.50
2774694,,2024-10-10,,,80124905,"HDFC Card",93100.00
2779729,,2024-10-10,,,,"ICICI Card",162.50
2779730,,2024-10-10,,,,"ICICI Card",67.50
2779731,,2024-10-10,,,,"ICICI Card",14557.50
2780095,,2024-10-10,,,,"ICICI Card",450.00
2774763,,2024-10-09,,,27312739,"HDFC Card",18250.00
2779841,,2024-10-09,,,,"ICICI Card",26688.75
2779842,,2024-10-09,,,,"ICICI Card",462.50
2779843,,2024-10-09,,,,"ICICI Card",225.00
2779844,,2024-10-09,,,,"ICICI Card",123.75
2779845,,2024-10-09,,,,"ICICI Card",11160.75
2779846,,2024-10-09,,,,"ICICI Card",51.75
2779847,,2024-10-09,,,,"ICICI Card",287.50
2773961,,2024-10-09,,,23049992,"AMEX Card",10597.00
2774045,,2024-10-09,,,23049992,"AMEX Card",4899.00
2773994,,2024-10-08,,,23049992,"AMEX Card",5898.00
2774142,,2024-10-08,,,23049992,"AMEX Card",8996.00
2774126,,2024-10-08,,,23007180,"AMEX Card",36.00
2773941,,2024-10-08,,,23007180,"AMEX Card",2658.00
2779840,,2024-10-08,,,,"ICICI Card",719.28
2779934,,2024-10-08,,,,"ICICI Card",250.00
2780019,,2024-10-08,,,,"ICICI Card",20380.50
2780020,,2024-10-08,,,,"ICICI Card",525.00
2780021,,2024-10-08,,,,"ICICI Card",94.50
2780022,,2024-10-08,,,,"ICICI Card",155124.72
2780023,,2024-10-08,,,,"ICICI Card",337.50
2780024,,2024-10-08,,,,"ICICI Card",958.50
2780025,,2024-10-08,,,,"ICICI Card",2450.00
2780015,,2024-10-07,,,,"ICICI Card",750.00
2780016,,2024-10-07,,,,"ICICI Card",315.00
2780017,,2024-10-07,,,,"ICICI Card",350.00
2780018,,2024-10-07,,,,"ICICI Card",67935.00
2774760,,2024-10-07,,,27312739,"HDFC Card",12113.00
2777733,,2024-10-07,,,,"ICICI Card",20.25
2777734,,2024-10-07,,,,"ICICI Card",112.50
2777735,,2024-10-07,,,,"ICICI Card",4367.25
2777824,,2024-10-07,,,,"ICICI Card",650.00
2777864,,2024-10-06,,,,"ICICI Card",11.02
2778965,,2024-10-06,,,,"ICICI Card",11.02
2775623,,2024-10-06,,,,"ICICI Card",175.00
2775624,,2024-10-06,,,,"ICICI Card",31.50
2775625,,2024-10-06,,,,"ICICI Card",32511.75
2775626,,2024-10-06,,,,"ICICI Card",837.50
2775627,,2024-10-06,,,,"ICICI Card",150.75
2775628,,2024-10-06,,,,"ICICI Card",10190.25
2775629,,2024-10-06,,,,"ICICI Card",262.50
2775630,,2024-10-06,,,,"ICICI Card",47.25
2775631,,2024-10-06,,,,"ICICI Card",96079.50
2775632,,2024-10-06,,,,"ICICI Card",362.50
2775633,,2024-10-06,,,,"ICICI Card",537.50
2775634,,2024-10-06,,,,"ICICI Card",1575.00
2775635,,2024-10-06,,,,"ICICI Card",445.50
2777452,,2024-10-06,,,,"ICICI Card",943.75
2777453,,2024-10-06,,,,"ICICI Card",84.94
2777454,,2024-10-06,,,,"ICICI Card",6793.50
2777401,,2024-10-06,,,,"ICICI Card",36636.37
2777402,,2024-10-06,,,,"ICICI Card",84.94
2776077,,2024-10-06,,,,"ICICI Card",4753.51
2777639,,2024-10-06,,,,"ICICI Card",122.45
2778319,,2024-10-04,,,,"ICICI Card",369.00
2777277,,2024-10-04,,,,"ICICI Card",512.50
2777278,,2024-10-04,,,,"ICICI Card",19895.25
2777279,,2024-10-04,,,,"ICICI Card",92.25
2777280,,2024-10-04,,,,"ICICI Card",850.00
2777281,,2024-10-04,,,,"ICICI Card",79581.00
2777282,,2024-10-04,,,,"ICICI Card",387.50
2777283,,2024-10-04,,,,"ICICI Card",812.50
2777284,,2024-10-04,,,,"ICICI Card",234.38
2777285,,2024-10-04,,,,"ICICI Card",225.56
2777286,,2024-10-04,,,,"ICICI Card",475.00
2780161,,2024-10-04,,,,"ICICI Card",543.75
2780162,,2024-10-04,,,,"ICICI Card",48646.31
2777294,,2024-10-03,,,,"ICICI Card",3.58
2777295,,2024-10-03,,,,"ICICI Card",1.30
2777296,,2024-10-03,,,,"ICICI Card",.20
2777297,,2024-10-03,,,,"ICICI Card",.20
2777298,,2024-10-03,,,,"ICICI Card",.20
2777299,,2024-10-03,,,,"ICICI Card",1.10
2777300,,2024-10-03,,,,"ICICI Card",237.50
2777301,,2024-10-03,,,,"ICICI Card",9219.75
2777036,,2024-10-03,,,,"ICICI Card",42.75
2779758,,2024-10-03,,,,"ICICI Card",3.58
2778624,,2024-10-03,,,,"ICICI Card",46.93
2778625,,2024-10-03,,,,"ICICI Card",39.77
2777613,,2024-10-03,,,,"ICICI Card",3.58
2777614,,2024-10-03,,,,"ICICI Card",3.58
2777615,,2024-10-03,,,,"ICICI Card",3.58
2777616,,2024-10-03,,,,"ICICI Card",3.58
2778574,,2024-10-02,,,,"ICICI Card",15285.37
2778575,,2024-10-02,,,,"ICICI Card",587.50
2778576,,2024-10-02,,,,"ICICI Card",187.50
2779191,,2024-10-02,,,,"ICICI Card",51921.75
2779755,,2024-10-02,,,,"ICICI Card",139.50
2779756,,2024-10-02,,,,"ICICI Card",30085.50
2779757,,2024-10-02,,,,"ICICI Card",437.50
2777455,,2024-10-02,,,,"ICICI Card",166.50
2777456,,2024-10-02,,,,"ICICI Card",850.00
2777457,,2024-10-02,,,,"ICICI Card",75.00
2777458,,2024-10-02,,,,"ICICI Card",35908.50
2777034,,2024-10-02,,,,"ICICI Card",70.88
2777035,,2024-10-02,,,,"ICICI Card",393.75
2774762,,2024-10-02,,,27312739,"HDFC Card",21250.00
2775260,,2024-10-02,,,,"ICICI Card",656.25
2780431,,2024-10-02,,,,"ICICI Card",240.75
2780237,,2024-10-02,,,,"ICICI Card",243.75
2774044,,2024-10-02,,,23049992,"AMEX Card",11098.00
2773940,,2024-10-01,,,23007180,"AMEX Card",6056.00
2780159,,2024-10-01,,,,"ICICI Card",262.50
2780160,,2024-10-01,,,,"ICICI Card",47.25
2778966,,2024-10-01,,,,"ICICI Card",10190.25
2778967,,2024-10-01,,,,"ICICI Card",212.50
2778968,,2024-10-01,,,,"ICICI Card",49270.50
2778969,,2024-10-01,,,,"ICICI Card",44.00
2774761,,2024-10-01,,,27312739,"HDFC Card",1750.00
2778131,,2024-10-01,,,,"ICICI Card",1012.50
2778132,,2024-10-01,,,,"ICICI Card",220.50
2778133,,2024-10-01,,,,"ICICI Card",69.75
2778134,,2024-10-01,,,,"ICICI Card",15042.75
2778135,,2024-10-01,,,,"ICICI Card",387.50
