"Total Count: ",16540
"Matched Count: ",15292
"Not Matched Count: ",1248

,,,,,,Total,136886262.31,138452984.35,.00,-1566722.04
"Sales Date","Deposit Date","Store ID","Retek Code",Brand,ColBank,Status,"Wallet Sale","Deposit Amount","Store Response Entry","Difference [Sale - Deposit - Store Response]","Pending Difference","Reconcilied Difference"
05-04-2024,05-04-2024,6721,36721,"AS PRIME","WALLET PHONEPAY",Matched,12793.00,12793.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6726,66726,"PE RED","WALLET PHONEPAY",Matched,17989.07,17989.07,0.00,0.00,0.00,
05-04-2024,05-04-2024,6731,66731,"PE RED","WALLET PHONEPAY",Matched,4698.00,4698.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6736,36736,"AS PRIME","WALLET PHONEPAY","Not Matched",16459.60,17559.60,0.00,-1100.00,-1100.00,
05-04-2024,05-04-2024,6741,66741,"PE RED","WALLET PHONEPAY",Matched,7247.30,7247.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,6743,66743,"PE RED","WALLET PHONEPAY","Not Matched",4794.00,4993.00,0.00,-199.00,-199.00,
05-04-2024,05-04-2024,6747,66747,"PE RED","WALLET PHONEPAY",Matched,9378.60,9378.60,0.00,0.00,0.00,
05-04-2024,05-04-2024,6757,86757,"LOUIS PHILIPPE VALUE STORE","WALLET PHONEPAY",Matched,14107.00,14107.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6758,36758,"ALLEN SOLLY","WALLET PHONEPAY",Matched,8707.50,8707.50,0.00,0.00,0.00,
05-04-2024,05-04-2024,6759,36759,"ALLEN SOLLY","WALLET PHONEPAY",Matched,26090.00,26090.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6760,16760,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,12994.00,12994.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6762,36762,"AS PRIME","WALLET PHONEPAY",Matched,1397.00,1397.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6763,66763,"PE RED","WALLET PHONEPAY",Matched,694.00,694.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6791,86791,"VAN HEUSEN VALUE STORE","WALLET PHONEPAY",Matched,27395.90,27395.90,0.00,0.00,0.00,
05-04-2024,05-04-2024,6804,66804,"PE RED","WALLET PAYTM",Matched,12983.00,12983.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6816,66816,"PE BLUE","WALLET PHONEPAY",Matched,3098.00,3098.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6823,36823,"AS PRIME","WALLET PHONEPAY",Matched,17456.60,17456.60,0.00,0.00,0.00,
05-04-2024,05-04-2024,6829,36829,"AS PRIME","WALLET PHONEPAY",Matched,89500.09,89500.09,0.00,0.00,0.00,
05-04-2024,05-04-2024,6832,36832,"AS PRIME","WALLET PHONEPAY","Not Matched",0.00,-1749.00,0.00,1749.00,1749.00,
05-04-2024,05-04-2024,6833,66833,"PE RED","WALLET PHONEPAY",Matched,18797.27,18797.27,0.00,0.00,0.00,
05-04-2024,05-04-2024,6842,66842,"PE RED","WALLET PHONEPAY",Matched,2495.00,2495.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6856,36856,"AS PRIME","WALLET PHONEPAY",Matched,10632.40,10632.40,0.00,0.00,0.00,
05-04-2024,05-04-2024,6868,36868,"ALLEN SOLLY","WALLET PHONEPAY",Matched,4078.80,4078.80,0.00,0.00,0.00,
05-04-2024,05-04-2024,6872,26872,"VH GOLD","WALLET PHONEPAY",Matched,22137.80,22137.80,0.00,0.00,0.00,
05-04-2024,05-04-2024,6893,16893,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,7597.00,7597.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6900,66900,"PE BLUE","WALLET PHONEPAY",Matched,398.00,398.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6910,36910,"AS PRIME","WALLET PHONEPAY",Matched,18541.80,18541.80,0.00,0.00,0.00,
05-04-2024,05-04-2024,6911,66911,"PE RED","WALLET PHONEPAY",Matched,1693.00,1693.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6914,36914,"AS PRIME","WALLET PHONEPAY",Matched,12643.00,12643.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6927,66927,"PE BLUE","WALLET PHONEPAY",Matched,539.50,539.50,0.00,0.00,0.00,
05-04-2024,05-04-2024,6929,26929,"VH GOLD","WALLET PHONEPAY",Matched,2298.00,2298.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6945,36945,"AS PRIME","WALLET PHONEPAY",Matched,7.30,7.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,6956,66956,"PE RED","WALLET PHONEPAY",Matched,6295.00,6295.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6962,36962,"AS PRIME","WALLET PHONEPAY",Matched,1216.70,1216.70,0.00,0.00,0.00,
05-04-2024,05-04-2024,6975,36975,"AS PRIME","WALLET PHONEPAY",Matched,4906.00,4906.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6987,66987,"PE RED","WALLET PHONEPAY",Matched,11485.00,11485.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,6991,66991,"PE BLUE","WALLET PHONEPAY",Matched,9580.60,9580.60,0.00,0.00,0.00,
05-04-2024,05-04-2024,6998,36998,"AS PRIME","WALLET PHONEPAY",Matched,10394.00,10394.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7004,67004,"PE RED","WALLET PHONEPAY",Matched,2998.00,2998.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7010,27010,"VAN HEUSEN","WALLET PHONEPAY",Matched,6757.80,6757.80,0.00,0.00,0.00,
05-04-2024,05-04-2024,7019,67019,"PE BLUE","WALLET PHONEPAY",Matched,5766.00,5766.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7041,67041,"PE RED","WALLET PHONEPAY","Not Matched",8087.00,9485.00,0.00,-1398.00,-1398.00,
05-04-2024,05-04-2024,7054,67054,"PE RED","WALLET PHONEPAY",Matched,18853.07,18853.07,0.00,0.00,0.00,
05-04-2024,05-04-2024,7060,37060,"AS PRIME","WALLET PHONEPAY",Matched,1999.00,1999.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7070,27070,"VH GOLD","WALLET PHONEPAY",Matched,348.00,348.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7082,37082,"ALLEN SOLLY","WALLET PHONEPAY",Matched,11021.25,11021.25,0.00,0.00,0.00,
05-04-2024,05-04-2024,7085,37085,"AS PRIME","WALLET PHONEPAY",Matched,49.00,49.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7093,67093,"PE RED","WALLET PHONEPAY",Matched,5794.00,5794.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7213,37213,"AS PRIME","WALLET PHONEPAY",Matched,899.00,899.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7250,17250,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,14769.00,14769.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7255,67255,"PE BLUE","WALLET PHONEPAY",Matched,3198.00,3198.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7265,67265,"PE BLUE","WALLET PHONEPAY",Matched,11303.60,11303.60,0.00,0.00,0.00,
05-04-2024,05-04-2024,7266,67266,"PE BLUE","WALLET PHONEPAY",Matched,4498.00,4498.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7282,67282,"PE RED","WALLET PHONEPAY",Matched,7152.00,7152.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7517,67517,"PE BLUE","WALLET PHONEPAY",Matched,5997.00,6055.00,0.00,-58.00,-58.00,
05-04-2024,05-04-2024,7522,67522,"PE BLUE","WALLET PHONEPAY",Matched,13443.00,13443.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7524,37524,"AS PRIME","WALLET PHONEPAY",Matched,9491.40,9491.40,0.00,0.00,0.00,
05-04-2024,05-04-2024,7542,67542,"PE BLUE","WALLET PHONEPAY",Matched,10444.00,10444.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7545,37545,"AS PRIME","WALLET PHONEPAY",Matched,20032.89,20032.89,0.00,0.00,0.00,
05-04-2024,05-04-2024,7563,67563,"PE RED","WALLET PHONEPAY",Matched,5396.00,5396.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7582,37582,"ALLEN SOLLY","WALLET PHONEPAY",Matched,7897.00,7897.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7617,37617,"ALLEN SOLLY","WALLET PHONEPAY",Matched,13794.00,13794.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7618,37618,"AS PRIME","WALLET PHONEPAY","Not Matched",9555.00,14949.00,0.00,-5394.00,-5394.00,
05-04-2024,05-04-2024,7622,37622,"AS PRIME","WALLET PHONEPAY",Matched,46583.90,46583.90,0.00,0.00,0.00,
05-04-2024,05-04-2024,7639,27639,"VH GOLD","WALLET PHONEPAY",Matched,678.00,678.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7643,37643,"AS PRIME","WALLET PHONEPAY",Matched,2717.80,2717.80,0.00,0.00,0.00,
05-04-2024,05-04-2024,7647,17647,"LP ALL STAR","WALLET PHONEPAY",Matched,17189.25,17189.25,0.00,0.00,0.00,
05-04-2024,05-04-2024,7667,67667,"PE BLUE","WALLET PHONEPAY",Matched,3598.00,3598.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7669,17669,"LP ALL STAR","WALLET PHONEPAY",Matched,14985.60,14985.60,0.00,0.00,0.00,
05-04-2024,05-04-2024,7675,17675,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,15193.30,15193.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,7697,27697,"VAN HEUSEN","WALLET PHONEPAY",Matched,2413.30,2413.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,7705,37705,"AS PRIME","WALLET PHONEPAY",Matched,3397.30,3397.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,7711,67711,"PE BLUE","WALLET PHONEPAY",Matched,17290.00,17290.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7714,67714,"PE RED","WALLET PHONEPAY",Matched,1299.00,1299.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7739,17739,"LP ALL STAR","WALLET PHONEPAY",Matched,287.00,287.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7760,67760,"PE RED","WALLET PHONEPAY",Matched,3297.07,3297.07,0.00,0.00,0.00,
05-04-2024,05-04-2024,7763,67763,"PE RED","WALLET PHONEPAY",Matched,2397.00,2397.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7771,67771,"PE BLUE","WALLET PHONEPAY",Matched,9339.00,9339.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7802,67802,"PE BLUE","WALLET PHONEPAY",Matched,1599.00,1599.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7818,17818,"LP ALL STAR","WALLET PHONEPAY",Matched,1799.00,1799.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7819,17819,"LP ALL STAR","WALLET PHONEPAY",Matched,7966.25,7966.25,0.00,0.00,0.00,
05-04-2024,05-04-2024,7820,17820,"LP ALL STAR","WALLET PHONEPAY",Matched,3698.00,3698.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7822,37822,"AS PRIME","WALLET PHONEPAY",Matched,7944.00,7944.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7829,67829,"PE RED","WALLET PHONEPAY",Matched,2299.06,2299.06,0.00,0.00,0.00,
05-04-2024,05-04-2024,7830,17830,"LP ALL STAR","WALLET PHONEPAY",Matched,1074.00,1074.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7849,17849,"LP ALL STAR","WALLET PHONEPAY",Matched,4746.00,4746.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7852,67852,"PE RED","WALLET PHONEPAY",Matched,28151.00,28151.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7853,37853,"AS PRIME","WALLET PHONEPAY","Not Matched",1369.30,3168.10,0.00,-1798.80,-1798.80,
05-04-2024,05-04-2024,7855,37855,"AS PRIME","WALLET PHONEPAY",Matched,14230.30,14230.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,7858,37858,"AS PRIME","WALLET PHONEPAY",Matched,1999.00,1999.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7859,67859,"PE BLUE","WALLET PHONEPAY",Matched,8652.60,8652.60,0.00,0.00,0.00,
05-04-2024,05-04-2024,7862,17862,"LP ALL STAR","WALLET PHONEPAY",Matched,23940.00,23940.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7870,67870,"PE RED","WALLET PHONEPAY",Matched,6389.00,6389.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7872,67872,"PE BLUE","WALLET PHONEPAY",Matched,899.00,899.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7875,67875,"PE BLUE","WALLET PHONEPAY",Matched,2518.60,2518.60,0.00,0.00,0.00,
05-04-2024,05-04-2024,7879,17879,"LP ALL STAR","WALLET PHONEPAY",Matched,11918.40,11918.40,0.00,0.00,0.00,
05-04-2024,05-04-2024,7880,67880,"PE RED","WALLET PHONEPAY",Matched,9840.00,9840.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7911,17911,"LP ALL STAR","WALLET PHONEPAY",Matched,2399.00,2399.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7917,37917,"ALLEN SOLLY","WALLET PHONEPAY",Matched,8964.00,8964.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7936,37936,"AS PRIME","WALLET PHONEPAY",Matched,4058.00,4058.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7943,17943,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,4198.00,4198.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,7989,27989,"VAN HEUSEN","WALLET PHONEPAY",Matched,26650.80,26650.80,0.00,0.00,0.00,
05-04-2024,05-04-2024,8140,28140,"VAN HEUSEN","WALLET PHONEPAY",Matched,2589.30,2589.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,8146,28146,"VAN HEUSEN","WALLET PHONEPAY",Matched,16789.30,16789.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,8147,28147,"VAN HEUSEN","WALLET PHONEPAY",Matched,4345.30,4345.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,8148,28148,"VAN HEUSEN","WALLET PHONEPAY",Matched,3598.00,3598.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,8150,28150,"VAN HEUSEN","WALLET PHONEPAY",Matched,5498.00,5498.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,8190,28190,"VAN HEUSEN","WALLET PHONEPAY",Matched,1957.00,1957.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,8217,28217,"VAN HEUSEN","WALLET PHONEPAY",Matched,2599.00,2599.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,8232,28232,"VAN HEUSEN","WALLET PHONEPAY",Matched,2898.00,2898.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,8272,28272,"VH GOLD","WALLET PHONEPAY",Matched,2097.00,2097.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,8289,28289,"VAN HEUSEN","WALLET PHONEPAY",Matched,6395.30,6395.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,8291,28291,"VH GOLD","WALLET PHONEPAY",Matched,1888.00,1888.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,8292,28292,"VH GOLD","WALLET PHONEPAY",Matched,20783.80,20783.80,0.00,0.00,0.00,
05-04-2024,05-04-2024,8293,28293,"VH GOLD","WALLET PHONEPAY",Matched,1299.00,1299.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,8309,28309,"VAN HEUSEN","WALLET PHONEPAY",Matched,4300.00,4300.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,8322,28322,"VH GOLD","WALLET PHONEPAY",Matched,16976.60,16976.60,0.00,0.00,0.00,
05-04-2024,05-04-2024,8350,28350,"VAN HEUSEN","WALLET PHONEPAY",Matched,14396.30,14396.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,8352,28352,"VAN HEUSEN","WALLET PHONEPAY",Matched,6068.30,6068.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,8446,78446,"FOREVER 21","WALLET PHONEPAY","Not Matched",0.00,16728.00,0.00,-16728.00,-16728.00,
05-04-2024,05-04-2024,9069,19069,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,26229.00,26229.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9078,19078,"LP ALL STAR","WALLET PHONEPAY",Matched,36551.59,36551.59,0.00,0.00,0.00,
05-04-2024,05-04-2024,9087,29087,"VAN HEUSEN","WALLET PHONEPAY",Matched,9998.30,9998.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,9088,19088,"LP ALL STAR","WALLET PHONEPAY",Matched,21001.34,21001.34,0.00,0.00,0.00,
05-04-2024,05-04-2024,9091,19091,"LP ALL STAR","WALLET PHONEPAY",Matched,4497.00,4497.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9092,19092,"LP ALL STAR","WALLET PHONEPAY",Matched,5746.60,5746.60,0.00,0.00,0.00,
05-04-2024,05-04-2024,9403,49403,"PLANET FASHION","WALLET PHONEPAY",Matched,6426.00,6426.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9421,59421,"AMERICAN EAGLE","WALLET PHONEPAY","Not Matched",0.00,30489.25,0.00,-30489.25,-30489.25,
05-04-2024,05-04-2024,9426,39426,"ALLEN SOLLY","WALLET PHONEPAY",Matched,2299.00,2299.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9430,19430,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,9506.60,9506.60,0.00,0.00,0.00,
05-04-2024,05-04-2024,9431,19431,"LOUIS PHILIPPE","WALLET PHONEPAY","Not Matched",0.00,1799.00,0.00,-1799.00,-1799.00,
05-04-2024,05-04-2024,9439,19439,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,1999.00,1999.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9454,69454,"PE BLUE","WALLET PHONEPAY",Matched,778.00,778.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9480,19480,"LOUIS PHILIPPE","WALLET PHONEPAY","Not Matched",26188.80,33285.80,0.00,-7097.00,-7097.00,
05-04-2024,05-04-2024,9496,19496,"LP ALL STAR","WALLET PHONEPAY",Matched,2078.40,2078.40,0.00,0.00,0.00,
05-04-2024,05-04-2024,9596,29596,"VAN HEUSEN","WALLET PHONEPAY",Matched,13895.00,13895.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9605,29605,"VAN HEUSEN","WALLET PHONEPAY","Not Matched",0.00,-7497.00,0.00,7497.00,7497.00,
05-04-2024,05-04-2024,9606,19606,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,10247.00,10247.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9615,29615,"VAN HEUSEN","WALLET PHONEPAY",Matched,7096.30,7096.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,9643,19643,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,8925.00,8925.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9648,39648,"ALLEN SOLLY","WALLET PHONEPAY",Matched,15794.00,15794.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9650,29650,"VAN HEUSEN","WALLET PHONEPAY",Matched,300.00,300.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9701,59701,"AMERICAN EAGLE","WALLET PHONEPAY","Not Matched",0.00,26716.75,0.00,-26716.75,-26716.75,
05-04-2024,05-04-2024,9704,59704,"AMERICAN EAGLE","WALLET PHONEPAY","Not Matched",0.00,6223.25,0.00,-6223.25,-6223.25,
05-04-2024,05-04-2024,9712,59712,"AMERICAN EAGLE","WALLET PHONEPAY","Not Matched",0.00,19319.25,0.00,-19319.25,-19319.25,
05-04-2024,05-04-2024,9735,39735,"ALLEN SOLLY","WALLET PHONEPAY",Matched,5973.00,5973.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9737,19737,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,308.30,308.30,0.00,0.00,0.00,
05-04-2024,05-04-2024,9745,39745,"ALLEN SOLLY","WALLET PHONEPAY",Matched,8697.00,8697.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9746,29746,"VAN HEUSEN","WALLET PHONEPAY",Matched,42235.50,42235.50,0.00,0.00,0.00,
05-04-2024,05-04-2024,9747,19747,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,7789.10,7789.10,0.00,0.00,0.00,
05-04-2024,05-04-2024,9754,39754,"ALLEN SOLLY","WALLET PHONEPAY",Matched,5298.00,5298.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9771,69771,"PE BLUE","WALLET PHONEPAY",Matched,1529.15,1529.15,0.00,0.00,0.00,
05-04-2024,05-04-2024,9772,69772,"PE BLUE","WALLET PHONEPAY",Matched,7646.00,7646.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9774,19774,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,5298.00,5298.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9792,69792,"PE BLUE","WALLET PHONEPAY",Matched,3299.00,3299.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9801,69801,"PE BLUE","WALLET PHONEPAY",Matched,38.60,38.60,0.00,0.00,0.00,
05-04-2024,05-04-2024,9802,19802,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,22559.00,22559.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9805,39805,"ALLEN SOLLY","WALLET PHONEPAY",Matched,8364.60,8364.60,0.00,0.00,0.00,
05-04-2024,05-04-2024,9817,29817,"VAN HEUSEN","WALLET PHONEPAY",Matched,3957.00,3957.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9839,19839,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,16266.00,16266.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9859,19859,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,2499.00,2499.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9862,39862,"ALLEN SOLLY","WALLET PHONEPAY",Matched,1197.00,1197.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9872,69872,"PE BLUE","WALLET PHONEPAY",Matched,8489.50,8489.50,0.00,0.00,0.00,
05-04-2024,05-04-2024,9873,19873,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,10746.00,10746.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9882,39882,"ALLEN SOLLY","WALLET PHONEPAY",Matched,2408.00,2408.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9883,39883,"ALLEN SOLLY","WALLET PHONEPAY",Matched,352.00,352.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9897,39897,"ALLEN SOLLY","WALLET PHONEPAY",Matched,29973.60,29973.60,0.00,0.00,0.00,
05-04-2024,05-04-2024,9927,19927,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,3708.00,3708.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9951,39951,"ALLEN SOLLY","WALLET PHONEPAY",Matched,15445.00,15445.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9978,19978,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,57879.00,57879.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9989,29989,"VAN HEUSEN","WALLET PHONEPAY",Matched,3135.00,3135.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9990,19990,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,4748.00,4748.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9995,19995,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,6787.00,6787.00,0.00,0.00,0.00,
05-04-2024,05-04-2024,9996,29996,"VAN HEUSEN","WALLET PHONEPAY",Matched,16422.10,16422.10,0.00,0.00,0.00,
06-04-2024,06-04-2024,1001,41001,"PLANET FASHION","WALLET PHONEPAY",Matched,7697.00,7697.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,1039,41039,"PLANET FASHION","WALLET PHONEPAY",Matched,5336.00,5336.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,1063,11063,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,29211.00,29211.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,1097,11097,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,37492.00,37492.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,1113,41113,"PLANET FASHION","WALLET PHONEPAY",Matched,6055.00,6055.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,1118,21118,"VAN HEUSEN","WALLET PHONEPAY",Matched,21998.00,21998.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,1149,31149,"ALLEN SOLLY","WALLET PHONEPAY",Matched,4398.20,4398.20,0.00,0.00,0.00,
06-04-2024,06-04-2024,1175,21175,"VAN HEUSEN","WALLET PHONEPAY",Matched,862.00,862.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,1199,11199,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,2228.00,2228.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,1221,21221,"VAN HEUSEN","WALLET PHONEPAY",Matched,4798.00,4798.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,1227,31227,"ALLEN SOLLY","WALLET PHONEPAY",Matched,245.00,245.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,1266,41266,"PLANET FASHION","WALLET PHONEPAY",Matched,13952.25,13952.25,0.00,0.00,0.00,
06-04-2024,06-04-2024,1287,11287,"LOUIS PHILIPPE","WALLET PHONEPAY","Not Matched",0.00,2287.50,0.00,-2287.50,-2287.50,
06-04-2024,06-04-2024,1404,61404,"PE BLUE","WALLET PHONEPAY",Matched,26807.20,26807.20,0.00,0.00,0.00,
06-04-2024,06-04-2024,1510,61510,"PE BLUE","WALLET PHONEPAY",Matched,1299.00,1299.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,1515,61515,"PE BLUE","WALLET PHONEPAY",Matched,2168.60,2168.60,0.00,0.00,0.00,
06-04-2024,06-04-2024,1577,21577,"VAN HEUSEN","WALLET PHONEPAY",Matched,17295.00,17295.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,1597,21597,"VAN HEUSEN","WALLET PHONEPAY",Matched,14797.30,14797.30,0.00,0.00,0.00,
06-04-2024,06-04-2024,1817,41817,"PLANET FASHION","WALLET PHONEPAY",Matched,79114.00,79114.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,2158,42158,"PLANET FASHION","WALLET PHONEPAY",Matched,8573.00,8573.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,2194,42194,"PLANET FASHION","WALLET PHONEPAY",Matched,1499.25,1499.25,0.00,0.00,0.00,
06-04-2024,06-04-2024,2230,22230,"VAN HEUSEN","WALLET PHONEPAY",Matched,6535.00,6535.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,2298,22298,"VAN HEUSEN","WALLET PHONEPAY",Matched,7297.00,7297.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,2446,42446,"PLANET FASHION","WALLET PHONEPAY",Matched,17140.25,17140.25,0.00,0.00,0.00,
06-04-2024,06-04-2024,2490,42490,"PLANET FASHION","WALLET PHONEPAY",Matched,9594.00,9594.00,0.00,0.00,0.00,
06-04-2024,06-04-2024,2556,62556,"PE BLUE","WALLET PAYTM",Matched,31140.75,31140.75,0.00,0.00,0.00,
