"Sales Date","Deposit Date","Store ID","Retek Code","Brand Name","Col Bank",Status,"Bank Drop ID","BankDrop Amount","Tender Amount","Deposit Amount","Tender Difference [Tender - Deposit]","Pending Difference","Reconcilied Difference","Reconciliation Status"
,24-06-2024,6233,16233,"LP ALL STAR","AXIS Cash","Not Matched",,0.00,0.00,10800.00,-10800.00,-50.00,-10750.00,"Pending for Approval"
