"Credit Date","Deposit Date","Reference Number","Transaction Branch",Description,Debit,Credit
23-04-2024,23-04-2024,--,,INDORE~CASH~ABFRL~,0.00,27950.00
23-04-2024,23-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,23569.00
23-04-2024,23-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,23215.00
23-04-2024,23-04-2024,--,,"NEFT/IDFBH24114167641/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",1454871.00,0.00
22-04-2024,22-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,109120.00
22-04-2024,22-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,115020.00
22-04-2024,22-04-2024,--,,CHANDIGARH~CASH~ABFRL~,0.00,235160.00
22-04-2024,22-04-2024,--,,"CHENNAI CASH FOR BURIAL / PB~CASH~ABFRL~",0.00,259380.00
22-04-2024,22-04-2024,--,,"DELHI FOR CASH BURIAL~CASH~ABFRL~",0.00,260890.00
22-04-2024,22-04-2024,--,,"HYDERABAD CASH DEPOSIT~CASH~ABFRL~",0.00,44190.00
22-04-2024,22-04-2024,--,,INDORE~CASH~ABFRL~,0.00,77860.00
22-04-2024,22-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,169235.00
22-04-2024,22-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,84576.00
22-04-2024,22-04-2024,--,,"NEFT/IDFBH24113973580/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",343347.00,0.00
22-04-2024,22-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,99440.00
20-04-2024,20-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,21512.00
20-04-2024,20-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,33300.00
20-04-2024,20-04-2024,--,,CHANDIGARH~CASH~ABFRL~,0.00,130800.00
20-04-2024,20-04-2024,--,,"DELHI FOR CASH BURIAL~CASH~ABFRL~",0.00,56160.00
20-04-2024,20-04-2024,--,,"HYDERABAD CASH DEPOSIT~CASH~ABFRL~",0.00,4150.00
20-04-2024,20-04-2024,--,,INDORE~CASH~ABFRL~,0.00,14430.00
20-04-2024,20-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,43266.00
20-04-2024,20-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,10429.00
20-04-2024,20-04-2024,--,,"NEFT/IDFBH24111742808/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",268621.00,0.00
20-04-2024,20-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,29300.00
19-04-2024,19-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,13827.00
19-04-2024,19-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,36500.00
19-04-2024,19-04-2024,--,,CHANDIGARH~CASH~ABFRL~,0.00,97000.00
19-04-2024,19-04-2024,--,,"DELHI FOR CASH BURIAL~CASH~ABFRL~",0.00,60600.00
19-04-2024,19-04-2024,--,,"HYDERABAD CASH DEPOSIT~CASH~ABFRL~",0.00,7750.00
19-04-2024,19-04-2024,--,,INDORE~CASH~ABFRL~,0.00,21320.00
19-04-2024,19-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,17424.00
19-04-2024,19-04-2024,--,,"NEFT/IDFBH24110572144/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",656660.00,0.00
19-04-2024,19-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,14200.00
18-04-2024,18-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,76480.00
18-04-2024,18-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,13100.00
18-04-2024,18-04-2024,--,,CHANDIGARH~CASH~ABFRL~,0.00,131225.00
18-04-2024,18-04-2024,--,,"CHENNAI CASH FOR BURIAL / PB~CASH~ABFRL~",0.00,33350.00
18-04-2024,18-04-2024,--,,"DELHI FOR CASH BURIAL~CASH~ABFRL~",0.00,185090.00
18-04-2024,18-04-2024,--,,"HYDERABAD CASH DEPOSIT~CASH~ABFRL~",0.00,31310.00
18-04-2024,18-04-2024,--,,INDORE~CASH~ABFRL~,0.00,30520.00
18-04-2024,18-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,78984.00
18-04-2024,18-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,37201.00
18-04-2024,18-04-2024,--,,"NEFT/IDFBH24109366873/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",53500.00,0.00
18-04-2024,18-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,39400.00
17-04-2024,17-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,19250.00
17-04-2024,17-04-2024,--,,"CHENNAI CASH FOR BURIAL / PB~CASH~ABFRL~",0.00,34250.00
17-04-2024,17-04-2024,--,,"NEFT/IDFBH24108229137/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",258189.00,0.00
16-04-2024,16-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,9038.00
16-04-2024,16-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,6700.00
16-04-2024,16-04-2024,--,,CHANDIGARH~CASH~ABFRL~,0.00,70100.00
16-04-2024,16-04-2024,--,,"CHENNAI CASH FOR BURIAL / PB~CASH~ABFRL~",0.00,57170.00
16-04-2024,16-04-2024,--,,"HYDERABAD CASH DEPOSIT~CASH~ABFRL~",0.00,3700.00
16-04-2024,16-04-2024,--,,INDORE~CASH~ABFRL~,0.00,31200.00
16-04-2024,16-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,43977.00
16-04-2024,16-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,11734.00
16-04-2024,16-04-2024,--,,"NEFT/IDFBH24107010152/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",1631111.00,0.00
16-04-2024,16-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,24570.00
15-04-2024,15-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,128139.00
15-04-2024,15-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,142600.00
15-04-2024,15-04-2024,--,,CHANDIGARH~CASH~ABFRL~,0.00,222800.00
15-04-2024,15-04-2024,--,,"CHENNAI CASH FOR BURIAL / PB~CASH~ABFRL~",0.00,337720.00
15-04-2024,15-04-2024,--,,"DELHI FOR CASH BURIAL~CASH~ABFRL~",0.00,243480.00
15-04-2024,15-04-2024,--,,"HYDERABAD CASH DEPOSIT~CASH~ABFRL~",0.00,43480.00
15-04-2024,15-04-2024,--,,INDORE~CASH~ABFRL~,0.00,144920.00
15-04-2024,15-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,140440.00
15-04-2024,15-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,122392.00
15-04-2024,15-04-2024,--,,"NEFT/IDFBH24106783018/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",679892.00,0.00
15-04-2024,15-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,105140.00
12-04-2024,12-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,64640.00
12-04-2024,12-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,39640.00
12-04-2024,12-04-2024,--,,CHANDIGARH~CASH~ABFRL~,0.00,259300.00
12-04-2024,12-04-2024,--,,"DELHI FOR CASH BURIAL~CASH~ABFRL~",0.00,115450.00
12-04-2024,12-04-2024,--,,"HYDERABAD CASH DEPOSIT~CASH~ABFRL~",0.00,20600.00
12-04-2024,12-04-2024,--,,INDORE~CASH~ABFRL~,0.00,28700.00
12-04-2024,12-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,66775.00
12-04-2024,12-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,63337.00
12-04-2024,12-04-2024,--,,"NEFT/IDFBH24103332077/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",359713.00,0.00
12-04-2024,12-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,21450.00
10-04-2024,10-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,12082.00
10-04-2024,10-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,48200.00
10-04-2024,10-04-2024,--,,CHANDIGARH~CASH~ABFRL~,0.00,67000.00
10-04-2024,10-04-2024,--,,"CHENNAI CASH FOR BURIAL / PB~CASH~ABFRL~",0.00,77060.00
10-04-2024,10-04-2024,--,,"DELHI FOR CASH BURIAL~CASH~ABFRL~",0.00,58990.00
10-04-2024,10-04-2024,--,,"HYDERABAD CASH DEPOSIT~CASH~ABFRL~",0.00,11690.00
10-04-2024,10-04-2024,--,,INDORE~CASH~ABFRL~,0.00,22900.00
10-04-2024,10-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,29171.00
10-04-2024,10-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,7090.00
10-04-2024,10-04-2024,--,,"NEFT/IDFBH24101952204/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",235960.00,0.00
10-04-2024,10-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,25530.00
09-04-2024,09-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,47849.00
09-04-2024,09-04-2024,--,,CHANDIGARH~CASH~ABFRL~,0.00,54000.00
09-04-2024,09-04-2024,--,,"DELHI FOR CASH BURIAL~CASH~ABFRL~",0.00,56040.00
09-04-2024,09-04-2024,--,,INDORE~CASH~ABFRL~,0.00,10200.00
09-04-2024,09-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,48393.00
09-04-2024,09-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,19478.00
09-04-2024,09-04-2024,--,,"NEFT/IDFBH24100785376/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",1090338.00,0.00
08-04-2024,08-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,102596.00
08-04-2024,08-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,84740.00
08-04-2024,08-04-2024,--,,CHANDIGARH~CASH~ABFRL~,0.00,209000.00
08-04-2024,08-04-2024,--,,CHANDIGARH~CASH~ABFRL~,0.00,9000.00
08-04-2024,08-04-2024,--,,"CHENNAI CASH FOR BURIAL / PB~CASH~ABFRL~",0.00,150140.00
08-04-2024,08-04-2024,--,,"DELHI FOR CASH BURIAL~CASH~ABFRL~",0.00,200640.00
08-04-2024,08-04-2024,--,,"HYDERABAD CASH DEPOSIT~CASH~ABFRL~",0.00,34720.00
08-04-2024,08-04-2024,--,,INDORE~CASH~ABFRL~,0.00,77150.00
08-04-2024,08-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,100340.00
08-04-2024,08-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,64012.00
08-04-2024,08-04-2024,--,,"NEFT/IDFBH24099538632/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",2045009.00,0.00
08-04-2024,08-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,58000.00
06-04-2024,06-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,34009.00
06-04-2024,06-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,40000.00
06-04-2024,06-04-2024,--,,CHANDIGARH~CASH~ABFRL~,0.00,100000.00
06-04-2024,06-04-2024,--,,CHANDIGARH~CASH~ABFRL~,0.00,1691900.00
06-04-2024,06-04-2024,--,,"DELHI FOR CASH BURIAL~CASH~ABFRL~",0.00,69610.00
06-04-2024,06-04-2024,--,,"HYDERABAD CASH DEPOSIT~CASH~ABFRL~",0.00,17330.00
06-04-2024,06-04-2024,--,,INDORE~CASH~ABFRL~,0.00,19270.00
06-04-2024,06-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,52201.00
06-04-2024,06-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,14689.00
06-04-2024,06-04-2024,--,,"NEFT/IDFBH24097211444/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",174233.00,0.00
06-04-2024,06-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,6000.00
05-04-2024,05-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,13401.00
05-04-2024,05-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,21450.00
05-04-2024,05-04-2024,--,,"CHENNAI CASH FOR BURIAL / PB~CASH~ABFRL~",0.00,18850.00
05-04-2024,05-04-2024,--,,"DELHI FOR CASH BURIAL~CASH~ABFRL~",0.00,57030.00
05-04-2024,05-04-2024,--,,INDORE~CASH~ABFRL~,0.00,11700.00
05-04-2024,05-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,27566.00
05-04-2024,05-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,14036.00
05-04-2024,05-04-2024,--,,"NEFT/IDFBH24096033679/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",149988.00,0.00
05-04-2024,05-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,10200.00
04-04-2024,04-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,12539.00
04-04-2024,04-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,7900.00
04-04-2024,04-04-2024,--,,"CHENNAI CASH FOR BURIAL / PB~CASH~ABFRL~",0.00,8000.00
04-04-2024,04-04-2024,--,,"DELHI FOR CASH BURIAL~CASH~ABFRL~",0.00,45410.00
04-04-2024,04-04-2024,--,,"HYDERABAD CASH DEPOSIT~CASH~ABFRL~",0.00,6900.00
04-04-2024,04-04-2024,--,,INDORE~CASH~ABFRL~,0.00,15900.00
04-04-2024,04-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,31257.00
04-04-2024,04-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,19682.00
04-04-2024,04-04-2024,--,,"NEFT/IDFBH24095854516/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",170501.00,0.00
04-04-2024,04-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,2400.00
03-04-2024,03-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,21784.00
03-04-2024,03-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,14150.00
03-04-2024,03-04-2024,--,,"CHENNAI CASH FOR BURIAL / PB~CASH~ABFRL~",0.00,21150.00
03-04-2024,03-04-2024,--,,"DELHI FOR CASH BURIAL~CASH~ABFRL~",0.00,62850.00
03-04-2024,03-04-2024,--,,"HYDERABAD CASH DEPOSIT~CASH~ABFRL~",0.00,3100.00
03-04-2024,03-04-2024,--,,INDORE~CASH~ABFRL~,0.00,6000.00
03-04-2024,03-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,25479.00
03-04-2024,03-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,9888.00
03-04-2024,03-04-2024,--,,"NEFT/IDFBH24094734026/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",610562.00,0.00
03-04-2024,03-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,6100.00
02-04-2024,02-04-2024,--,,AMRITSAR~CASH~ABFRL~,0.00,94821.00
02-04-2024,02-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,12200.00
02-04-2024,02-04-2024,--,,"CHENNAI CASH FOR BURIAL / PB~CASH~ABFRL~",0.00,15900.00
02-04-2024,02-04-2024,--,,"DELHI FOR CASH BURIAL~CASH~ABFRL~",0.00,313490.00
02-04-2024,02-04-2024,--,,"HYDERABAD CASH DEPOSIT~CASH~ABFRL~",0.00,6400.00
02-04-2024,02-04-2024,--,,INDORE~CASH~ABFRL~,0.00,82800.00
02-04-2024,02-04-2024,--,,JALPAIGURI~CASH~ABFRL~,0.00,78151.00
02-04-2024,02-04-2024,--,,"NEFT/IDFBH24093494503/ADITYA BIRLA FASHION  RETAIL LIMIT/HDFC0000060",549095.00,0.00
02-04-2024,02-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,6800.00
01-04-2024,01-04-2024,--,,"BANGALORE FOR CASH BURIAL~CASH~ABFRL~",0.00,36100.00
01-04-2024,01-04-2024,--,,"CHENNAI CASH FOR BURIAL / PB~CASH~ABFRL~",0.00,65800.00
01-04-2024,01-04-2024,--,,"HYDERABAD CASH DEPOSIT~CASH~ABFRL~",0.00,40420.00
01-04-2024,01-04-2024,--,,MOHALI~CASH~ABFRL~,0.00,33478.00
01-04-2024,01-04-2024,--,,"PUNE CASH COLLECTIONS~CASH~ABFRL~",0.00,58790.00
