"Deposit Amount","Credit Date","Store ID","Retek Code","Brand Name",Location,"Collection Bank","Transaction Type","Deposit Amount"
20-05-2024,22-05-2024,1246,11246,"LP ALL STAR",PUDUKOTTAI-622001,"AXIS Cash",ADJ.DB.,3400.00
