"Deposit Date","Pickupt Code","Deposit Slip No","Collection Bank",Location,"Deposit Amount"
31-05-2024,57291,79936925,"AXIS Cash",RAJKOT,5250.00
31-05-2024,57291,79936924,"AXIS Cash",RAJKOT,18712.00
31-05-2024,57280,5728000531,"AXIS Cash",INDORE,5400.00
31-05-2024,57513,79171388,"AXIS Cash","KOTA - RAJASTHAN",4500.00
31-05-2024,57505,74966690,"AXIS Cash",BANGALORE,7900.00
31-05-2024,57300,5730000307,"AXIS Cash","BHIMAVARAM BHIM AP",558.00
31-05-2024,57536,81249445,"AXIS Cash",HAPUR,17956.00
31-05-2024,57531,18444488,"AXIS Cash",CHANDIGARH,4032.00
31-05-2024,57543,5754300363,"AXIS Cash","NEW DELHI",700.00
31-05-2024,57551,5755100380,"AXIS Cash",LUCKNOW,4600.00
31-05-2024,57611,5761100261,"AXIS Cash",AHMEDABAD,3040.00
31-05-2024,57609,79932243,"AXIS Cash",BANGALORE,900.00
31-05-2024,57621,5762100301,"AXIS Cash",AHMEDABAD,27019.00
31-05-2024,57638,5763800309,"AXIS Cash",RAJKOT,11820.00
31-05-2024,57653,5765300311,"AXIS Cash",JAIPUR,4450.00
31-05-2024,57761,5776100345,"AXIS Cash",NAVSARI,2277.00
31-05-2024,57754,32040513,"AXIS Cash","PURNIA / PURNEA",6000.00
31-05-2024,57749,74315802,"AXIS Cash",CHANDIGARH,2700.00
31-05-2024,57784,8773067,"AXIS Cash",ROORKEE,3903.00
31-05-2024,57787,5778700341,"AXIS Cash",KOLKATA,7450.00
31-05-2024,57791,5779100294,"AXIS Cash",BANGALORE,4890.00
31-05-2024,57792,731052024,"AXIS Cash",AHMEDABAD,8050.00
31-05-2024,57794,5779400308,"AXIS Cash",DEHRADUN,1357.00
31-05-2024,57794,5779400309,"AXIS Cash",DEHRADUN,5161.00
31-05-2024,57815,5781500364,"AXIS Cash",JAIPUR,8500.00
31-05-2024,57832,49461088,"AXIS Cash",KAKINADA,1238.00
31-05-2024,57839,58147222,"AXIS Cash",SIKAR,1080.00
31-05-2024,57847,80179398,"AXIS Cash",PANAJI,3130.00
31-05-2024,57883,5788300303,"AXIS Cash","DURGAPUR (WEST BENGAL)",5262.00
31-05-2024,57899,79716713,"AXIS Cash",AHMEDABAD,5510.00
31-05-2024,59176,5917600444,"AXIS Cash",AMBALA,5900.00
31-05-2024,59716,5971600779,"AXIS Cash",BHATINDA,22100.00
31-05-2024,57890,60983688,"AXIS Cash",GORAKHPUR,26050.00
31-05-2024,85491,61309605,"AXIS Cash",BANGALORE,23130.00
31-05-2024,85961,8596100010,"AXIS Cash",CALICUT,8100.00
31-05-2024,65583,8558300205,"AXIS Cash",VIJAYAWADA,1200.00
31-05-2024,65583,8558300206,"AXIS Cash",VIJAYAWADA,5460.00
31-05-2024,75698,7569800013,"AXIS Cash",VARANASI,34290.00
31-05-2024,85993,58669106,"AXIS Cash",MANGALORE,33700.00
31-05-2024,86080,8608000009,"AXIS Cash","KAITHAL - HARYANA",29720.00
31-05-2024,87301,4216781,"AXIS Cash",CHANDIGARH,6500.00
31-05-2024,87636,8763600294,"AXIS Cash","NEW DELHI",4010.00
31-05-2024,87652,8765200415,"AXIS Cash",AMBALA,7020.00
31-05-2024,99117,9911700777,"AXIS Cash","NEW DELHI",53500.00
31-05-2024,99118,9911800765,"AXIS Cash","CASH CORR LOCATION",69500.00
31-05-2024,91516,9151600524,"AXIS Cash",KOLKATA,73900.00
31-05-2024,99119,9911900771,"AXIS Cash","NEW DELHI",35000.00
31-05-2024,99122,62261872,"AXIS Cash","NEW DELHI",23700.00
31-05-2024,99134,2500573,"AXIS Cash",MUMBAI,16000.00
31-05-2024,99143,9914300194,"AXIS Cash",PUNE,116250.00
31-05-2024,99156,9915600427,"AXIS Cash","NEW DELHI",50250.00
31-05-2024,99156,9915600428,"AXIS Cash","NEW DELHI",93000.00
31-05-2024,99156,9915600426,"AXIS Cash","NEW DELHI",100800.00
31-05-2024,99160,80452298,"AXIS Cash",MUMBAI,90250.00
31-05-2024,99201,9920100387,"AXIS Cash",AHMEDABAD,52000.00
31-05-2024,99164,9916400649,"AXIS Cash","CASH CORR LOCATION",155000.00
31-05-2024,99204,9920400383,"AXIS Cash","NEW DELHI",18400.00
31-05-2024,99205,9920500225,"AXIS Cash",CHANDIGARH,68600.00
31-05-2024,,,HDFC,,14042.53
31-05-2024,,,HDFC,,85630.00
31-05-2024,99206,61076460,"AXIS Cash",BANGALORE,11250.00
31-05-2024,25891,2589100009,"ICICI Cash",AJMER,4700.00
31-05-2024,99123,6030264484,"ICICI Cash",DELHI,33400.00
31-05-2024,99133,6030033572,"ICICI Cash",LUCKNOW,192250.00
31-05-2024,99158,9915800777,"ICICI Cash",DELHI,147000.00
31-05-2024,85986,8598600025,"ICICI Cash",HISSAR,5000.00
31-05-2024,65960,6596000027,"ICICI Cash","FATEHPUR BRANCH - 212601",4900.00
31-05-2024,62766,6689900590,"ICICI Cash",CHENNAI,5500.00
31-05-2024,59588,3029772614,"ICICI Cash",BARNALA,19380.00
31-05-2024,59586,6029407164,"ICICI Cash","AMBALA CANTT BRANCH",9950.00
31-05-2024,99125,9912500730,IDFC,DELHICASH,7000.00
31-05-2024,99124,9912400779,IDFC,DELHICASH,163800.00
31-05-2024,99115,9911500721,IDFC,DELHICASH,76750.00
31-05-2024,99110,9911000712,IDFC,DELHICASH,4000.00
31-05-2024,99103,3621187,IDFC,CHENCASH,17500.00
31-05-2024,99101,9910100732,IDFC,DELHICASH,183500.00
31-05-2024,99100,3646030,IDFC,HYDCASH,86000.00
31-05-2024,99043,3467404,IDFC,BANGLCASH,114200.00
31-05-2024,99035,Y9487312,IDFC,KOLCASH,259600.00
31-05-2024,99032,9903200774,IDFC,DELHICASH,228500.00
31-05-2024,99024,3025863,IDFC,CHANDICORR,184320.00
31-05-2024,99023,9902300786,IDFC,DELHICASH,122000.00
31-05-2024,99020,3532442,IDFC,BANGLCASH,28000.00
31-05-2024,99009,9900900777,IDFC,DELHICASH,387800.00
31-05-2024,99159,6026988681,"ICICI Cash",DELHI,49900.00
31-05-2024,MADGAR,6029632313,"ICICI Cash",GORAKHPUR,1210.00
31-05-2024,MADGAR,6029722046,"ICICI Cash","GURDASPUR - 143521",2700.00
31-05-2024,MADGAR,6030126887,"ICICI Cash",JAIPUR,4363.00
31-05-2024,MADGAR,6027932464,"ICICI Cash",KURNOOL,10200.00
31-05-2024,99008,3312522,IDFC,MUMBAICASH,213370.00
31-05-2024,5724,3025042,IDFC,CHANDIGARH,22000.00
30-05-2024,5724,3025041,IDFC,CHANDIGARH,37000.00
30-05-2024,MADGAR,6029722056,"ICICI Cash","GURDASPUR - 143521",8450.00
30-05-2024,MADGAR,6027932468,"ICICI Cash",KURNOOL,3270.00
30-05-2024,99008,3312521,IDFC,MUMBAICASH,62500.00
30-05-2024,99159,6030236836,"ICICI Cash",DELHI,38000.00
30-05-2024,99009,9900900776,IDFC,DELHICASH,686050.00
30-05-2024,99020,3532441,IDFC,BANGLCASH,50000.00
30-05-2024,99023,9902300785,IDFC,DELHICASH,152400.00
30-05-2024,99024,3025862,IDFC,CHANDICORR,298020.00
30-05-2024,99032,9903200773,IDFC,DELHICASH,110500.00
30-05-2024,99035,Y9487311,IDFC,KOLCASH,363250.00
30-05-2024,99036,3526080,IDFC,MUMBAICASH,34000.00
30-05-2024,99043,3467403,IDFC,BANGLCASH,168900.00
30-05-2024,99100,3646029,IDFC,HYDCASH,13000.00
30-05-2024,99101,991010073,IDFC,DELHICASH,64000.00
30-05-2024,99103,3621186,IDFC,CHENCASH,55000.00
30-05-2024,99102,1662198,IDFC,CHENCASH,30000.00
30-05-2024,99110,9911000711,IDFC,DELHICASH,43500.00
30-05-2024,99115,9911500720,IDFC,DELHICASH,119500.00
30-05-2024,99124,9912400778,IDFC,DELHICASH,206900.00
30-05-2024,99125,9912500729,IDFC,DELHICASH,35000.00
30-05-2024,59586,6029407163,"ICICI Cash","AMBALA CANTT BRANCH",47710.00
30-05-2024,59588,6029772613,"ICICI Cash",BARNALA,16540.00
30-05-2024,65960,6596000026,"ICICI Cash","FATEHPUR BRANCH - 212601",6700.00
30-05-2024,85986,8598600024,"ICICI Cash",HISSAR,2800.00
30-05-2024,99158,9915800776,"ICICI Cash",DELHI,107800.00
30-05-2024,99133,0603003571,"ICICI Cash",LUCKNOW,26300.00
30-05-2024,99123,6030264483,"ICICI Cash",DELHI,73500.00
30-05-2024,25891,1589200010,"ICICI Cash",AJMER,14400.00
30-05-2024,35834,0038870762,"ICICI Cash","ANGAMALY 683572",8700.00
30-05-2024,15892,2589100008,"ICICI Cash",AJMER,19160.00
30-05-2024,15892,1589200001,"ICICI Cash",AJMER,29240.00
30-05-2024,99205,9920500223,"AXIS Cash",CHANDIGARH,26500.00
30-05-2024,99205,9920500224,"AXIS Cash",CHANDIGARH,86000.00
30-05-2024,99204,9920400382,"AXIS Cash","NEW DELHI",84380.00
30-05-2024,99164,9916400648,"AXIS Cash","CASH CORR LOCATION",390600.00
30-05-2024,99201,9920100386,"AXIS Cash",AHMEDABAD,181450.00
30-05-2024,99160,80452297,"AXIS Cash",MUMBAI,69500.00
30-05-2024,99143,9914300193,"AXIS Cash",PUNE,203900.00
30-05-2024,99134,2500572,"AXIS Cash",MUMBAI,24000.00
30-05-2024,99122,62261871,"AXIS Cash","NEW DELHI",18000.00
30-05-2024,99120,9912000725,"AXIS Cash","NEW DELHI",164500.00
30-05-2024,99119,9911900770,"AXIS Cash","NEW DELHI",78000.00
30-05-2024,91516,9151600523,"AXIS Cash",KOLKATA,15000.00
30-05-2024,88456,6162654,"AXIS Cash","CASH CORR LOCATION",3650.00
30-05-2024,99118,9911800764,"AXIS Cash","CASH CORR LOCATION",11500.00
30-05-2024,99117,9911700776,"AXIS Cash","NEW DELHI",177750.00
30-05-2024,87652,8765200414,"AXIS Cash",AMBALA,1450.00
30-05-2024,87301,4216780,"AXIS Cash",CHANDIGARH,5370.00
30-05-2024,86155,1325461,"AXIS Cash","CASH CORR LOCATION",12505.00
30-05-2024,85993,58669105,"AXIS Cash",MANGALORE,16050.00
30-05-2024,75698,7569800012,"AXIS Cash",VARANASI,14500.00
30-05-2024,85992,8599200005,"AXIS Cash",HANSI-HARYANA,14400.00
30-05-2024,85491,61309604,"AXIS Cash",BANGALORE,24600.00
30-05-2024,57890,60983687,"AXIS Cash",GORAKHPUR,35100.00
30-05-2024,59716,5971600778,"AXIS Cash",BHATINDA,20300.00
30-05-2024,59176,5917600443,"AXIS Cash",AMBALA,4150.00
30-05-2024,57883,5788300302,"AXIS Cash","DURGAPUR (WEST BENGAL)",800.00
30-05-2024,57848,5784800087,"AXIS Cash",HYDERABAD,1240.00
30-05-2024,57848,5784800086,"AXIS Cash",HYDERABAD,1260.00
30-05-2024,57850,578500231,"AXIS Cash","NEW DELHI",6600.00
30-05-2024,57847,80179396,"AXIS Cash",PANAJI,2180.00
30-05-2024,57845,5784500189,"AXIS Cash",MUMBAI,5555.00
30-05-2024,57839,58147221,"AXIS Cash",SIKAR,2020.00
30-05-2024,57833,40490763,"AXIS Cash",SRIGANGANAGAR,5000.00
30-05-2024,57838,800212,"AXIS Cash",VISAKHAPATNAM,3915.00
30-05-2024,57816,62506924,"AXIS Cash",BANGALORE,1955.00
30-05-2024,57832,49461087,"AXIS Cash",KAKINADA,619.00
30-05-2024,57792,300520246,"AXIS Cash",AHMEDABAD,2560.00
30-05-2024,57787,5778700340,"AXIS Cash",KOLKATA,1305.00
30-05-2024,57784,8773066,"AXIS Cash",ROORKEE,800.00
30-05-2024,57749,74315801,"AXIS Cash",CHANDIGARH,7590.00
30-05-2024,57754,32040512,"AXIS Cash","PURNIA / PURNEA",19000.00
30-05-2024,57761,5776100344,"AXIS Cash",NAVSARI,12325.00
30-05-2024,57653,5765300310,"AXIS Cash",JAIPUR,9950.00
30-05-2024,57724,1150095,"AXIS Cash",GUWAHATI,2136.00
30-05-2024,57748,5774800241,"AXIS Cash",UDAIPUR,11256.00
30-05-2024,57638,5763800308,"AXIS Cash",RAJKOT,19959.00
30-05-2024,57625,5762500374,"AXIS Cash",AJMER,2353.00
30-05-2024,57609,79932242,"AXIS Cash",BANGALORE,5415.00
30-05-2024,57611,5761100260,"AXIS Cash",AHMEDABAD,5475.00
30-05-2024,57551,5755100379,"AXIS Cash",LUCKNOW,1100.00
30-05-2024,57543,5754300362,"AXIS Cash","NEW DELHI",720.00
30-05-2024,57531,18444485,"AXIS Cash",CHANDIGARH,2780.00
30-05-2024,57528,96153093,"AXIS Cash","KOTA - RAJASTHAN",3700.00
30-05-2024,57536,81249444,"AXIS Cash",HAPUR,5687.00
30-05-2024,57300,5730000306,"AXIS Cash","BHIMAVARAM BHIM AP",3624.00
30-05-2024,57505,74966689,"AXIS Cash",BANGALORE,1700.00
30-05-2024,57513,79171387,"AXIS Cash","KOTA - RAJASTHAN",12000.00
30-05-2024,57508,74849049,"AXIS Cash",INDORE,3400.00
30-05-2024,57280,5728000350,"AXIS Cash",INDORE,1200.00
30-05-2024,57291,79936923,"AXIS Cash",RAJKOT,520.00
30-05-2024,57299,73742494,"AXIS Cash",KANPUR,5900.00
30-05-2024,57292,5729200145,"AXIS Cash","NEW DELHI",6500.00
30-05-2024,57279,5727900343,"AXIS Cash","NEW DELHI",4400.00
30-05-2024,57267,9182476,"AXIS Cash",HUBLI,2250.00
30-05-2024,57263,80376513,"AXIS Cash",RANCHI,8720.00
30-05-2024,57220,74856356,"AXIS Cash",BHOPAL,4330.00
30-05-2024,57199,5719900645,"AXIS Cash",MYSORE,110.00
30-05-2024,57217,5721700347,"AXIS Cash","NEW DELHI",1900.00
30-05-2024,57194,5719400412,"AXIS Cash",LUCKNOW,12800.00
30-05-2024,57193,5719300343,"AXIS Cash",TRIVANDRUM,749.00
30-05-2024,57193,5719300344,"AXIS Cash",TRIVANDRUM,7050.00
30-05-2024,57198,61006320,"AXIS Cash",HYDERABAD,2200.00
30-05-2024,57197,5719700202,"AXIS Cash",PATNA,3500.00
30-05-2024,57196,5719600263,"AXIS Cash",PATNA,7000.00
30-05-2024,57192,571920026,"AXIS Cash",MUMBAI,2200.00
30-05-2024,57191,5719100198,"AXIS Cash",AHMEDABAD,5135.00
30-05-2024,57187,62511085,"AXIS Cash",BANGALORE,8000.00
30-05-2024,57188,5718800491,"AXIS Cash",PUNE,1500.00
30-05-2024,57189,5718900677,"AXIS Cash",HYDERABAD,1698.00
30-05-2024,57185,24705599,"AXIS Cash",PUNE,3000.00
30-05-2024,57184,5718400658,"AXIS Cash",CALICUT,7850.00
30-05-2024,57180,5718000667,"AXIS Cash","CASH CORR LOCATION",149.00
30-05-2024,57168,5716800414,"AXIS Cash","NEW DELHI",16850.00
30-05-2024,57167,5716700701,"AXIS Cash",AHMEDABAD,4900.00
30-05-2024,57164,5716400429,"AXIS Cash","CASH CORR LOCATION",2020.00
30-05-2024,57163,5716300417,"AXIS Cash","CASH CORR LOCATION",1234.00
30-05-2024,57160,5716000340,"AXIS Cash",COIMBATORE,5700.00
30-05-2024,57159,5715900041,"AXIS Cash",BANGALORE,19286.00
30-05-2024,57157,62532931,"AXIS Cash","CASH CORR LOCATION",11600.00
30-05-2024,57156,8087602,"AXIS Cash",CHENNAI,1049.00
30-05-2024,57154,571500496,"AXIS Cash",PUNE,9500.00
30-05-2024,57152,80867937,"AXIS Cash","CASH CORR LOCATION",2855.00
30-05-2024,57143,61623391,"AXIS Cash",TIRUPATHI,19836.00
30-05-2024,57146,41379612,"AXIS Cash",MANGALORE,10824.00
30-05-2024,57147,74917583,"AXIS Cash",BHUBANESHWAR,15000.00
30-05-2024,57139,5713900566,"AXIS Cash","CASH CORR LOCATION",6263.00
30-05-2024,57137,5713700484,"AXIS Cash",HYDERABAD,1356.00
30-05-2024,57133,5713300686,"AXIS Cash",NASHIK,2921.00
30-05-2024,57130,9553624,"AXIS Cash","CASH CORR LOCATION",5680.00
30-05-2024,57131,95147367,"AXIS Cash","CASH CORR LOCATION",5900.00
30-05-2024,57129,5712900628,"AXIS Cash",BANGALORE,9150.00
30-05-2024,57128,5712800594,"AXIS Cash",MUMBAI,6588.00
30-05-2024,57127,74645760,"AXIS Cash",JAMSHEDPUR,1540.00
30-05-2024,57126,4790465,"AXIS Cash","CASH CORR LOCATION",21807.00
30-05-2024,57120,73453031,"AXIS Cash",BANGALORE,200.00
30-05-2024,57124,60267547,"AXIS Cash",GUWAHATI,3500.00
30-05-2024,57115,58758967,"AXIS Cash",HYDERABAD,12300.00
30-05-2024,57114,58757724,"AXIS Cash",HYDERABAD,2250.00
30-05-2024,57116,2769358,"AXIS Cash","KOCHI / ERNAKULAM",1900.00
30-05-2024,57111,5711100690,"AXIS Cash",CHENNAI,6340.00
30-05-2024,57110,5711000599,"AXIS Cash",BAREILLY,7270.00
30-05-2024,57108,80971036,"AXIS Cash",MYSORE,10750.00
30-05-2024,57100,5710000720,"AXIS Cash",CHENNAI,32064.00
30-05-2024,25997,2599700015,"AXIS Cash",AHMEDABAD,860.00
30-05-2024,51534,284166,"AXIS Cash","CASH CORR LOCATION",7348.00
30-05-2024,25917,74985204,"AXIS Cash",JODHPUR,5500.00
30-05-2024,25907,2590700029,"AXIS Cash",HARIDWAR,8670.00
30-05-2024,25805,196068,"AXIS Cash","CASH CORR LOCATION",9690.00
30-05-2024,16016,601600012,"AXIS Cash",GHAZIPUR,1500.00
30-05-2024,16161,1616100009,"AXIS Cash","NEW DELHI",1550.00
30-05-2024,16152,200008,"AXIS Cash",VISAKHAPATNAM,27920.00
29-05-2024,16152,200007,"AXIS Cash",VISAKHAPATNAM,31500.00
29-05-2024,16161,1616100008,"AXIS Cash","NEW DELHI",12800.00
29-05-2024,16016,601600011,"AXIS Cash",GHAZIPUR,3000.00
29-05-2024,25907,2590700028,"AXIS Cash",HARIDWAR,55450.00
29-05-2024,25971,2597100009,"AXIS Cash","NEW DELHI",10000.00
29-05-2024,25997,259970014,"AXIS Cash",AHMEDABAD,4220.00
29-05-2024,41106,59277989,"AXIS Cash",SULTANPUR-228001,1490.00
29-05-2024,57100,5710000719,"AXIS Cash",CHENNAI,13178.00
29-05-2024,57108,80971035,"AXIS Cash",MYSORE,19500.00
29-05-2024,57065,74459821,"AXIS Cash",RANCHI,10414.00
29-05-2024,57064,74459795,"AXIS Cash",RANCHI,1552.00
29-05-2024,57110,5711000598,"AXIS Cash",BAREILLY,7000.00
29-05-2024,57111,5711100689,"AXIS Cash",CHENNAI,1115.00
29-05-2024,57116,2769359,"AXIS Cash","KOCHI / ERNAKULAM",780.00
29-05-2024,57114,58757723,"AXIS Cash",HYDERABAD,1620.00
29-05-2024,57115,58758966,"AXIS Cash",HYDERABAD,8040.00
29-05-2024,57124,60267546,"AXIS Cash",GUWAHATI,35850.00
29-05-2024,57126,4790464,"AXIS Cash","CASH CORR LOCATION",9400.00
29-05-2024,57127,74645759,"AXIS Cash",JAMSHEDPUR,930.00
29-05-2024,57128,5712800593,"AXIS Cash",MUMBAI,1517.00
29-05-2024,57129,9879871,"AXIS Cash",BANGALORE,14355.00
29-05-2024,57131,95147366,"AXIS Cash","CASH CORR LOCATION",12550.00
29-05-2024,57133,5713300685,"AXIS Cash",NASHIK,3665.00
29-05-2024,57137,5713700483,"AXIS Cash",HYDERABAD,8432.00
29-05-2024,57134,58996887,"AXIS Cash",BANGALORE,16740.00
29-05-2024,57139,5713900565,"AXIS Cash","CASH CORR LOCATION",6987.00
29-05-2024,57147,74917582,"AXIS Cash",BHUBANESHWAR,15000.00
29-05-2024,57146,41379611,"AXIS Cash",MANGALORE,2470.00
29-05-2024,57143,61623390,"AXIS Cash",TIRUPATHI,1550.00
29-05-2024,57144,5714400406,"AXIS Cash",CHENNAI,400.00
29-05-2024,57152,80867936,"AXIS Cash","CASH CORR LOCATION",6632.00
29-05-2024,57150,571500219,"AXIS Cash",TRIVANDRUM,2000.00
29-05-2024,57154,571400496,"AXIS Cash",PUNE,16000.00
29-05-2024,57153,7452923,"AXIS Cash","CASH CORR LOCATION",16580.00
29-05-2024,57157,62532930,"AXIS Cash","CASH CORR LOCATION",8500.00
29-05-2024,57159,5715900042,"AXIS Cash",BANGALORE,650.00
29-05-2024,57160,5716000339,"AXIS Cash",COIMBATORE,21500.00
29-05-2024,57162,752125,"AXIS Cash","CASH CORR LOCATION",10400.00
29-05-2024,57164,5716400428,"AXIS Cash","CASH CORR LOCATION",5050.00
29-05-2024,57165,5716500246,"AXIS Cash",REWA,9260.00
29-05-2024,57168,5716800413,"AXIS Cash","NEW DELHI",5470.00
29-05-2024,57180,5718000666,"AXIS Cash","CASH CORR LOCATION",5500.00
29-05-2024,57183,62696105,"AXIS Cash","CASH CORR LOCATION",1500.00
29-05-2024,57185,73082743,"AXIS Cash",PUNE,1700.00
29-05-2024,57188,5718800490,"AXIS Cash",PUNE,1500.00
29-05-2024,57188,5718800489,"AXIS Cash",PUNE,9000.00
29-05-2024,57192,3065345,"AXIS Cash",MUMBAI,11640.00
29-05-2024,57190,5719000390,"AXIS Cash",SURAT,16197.00
29-05-2024,57194,5719400411,"AXIS Cash",LUCKNOW,16000.00
29-05-2024,57217,5721700346,"AXIS Cash","NEW DELHI",1050.00
29-05-2024,57199,5719900644,"AXIS Cash",MYSORE,5108.00
29-05-2024,57220,74856355,"AXIS Cash",BHOPAL,9645.00
29-05-2024,57263,80376512,"AXIS Cash",RANCHI,450.00
29-05-2024,57279,5727900342,"AXIS Cash","NEW DELHI",1820.00
29-05-2024,57292,5729200144,"AXIS Cash","NEW DELHI",2100.00
29-05-2024,57299,73742493,"AXIS Cash",KANPUR,13380.00
29-05-2024,57291,79936922,"AXIS Cash",RAJKOT,4000.00
29-05-2024,57280,5728000349,"AXIS Cash",INDORE,10700.00
29-05-2024,57505,74966688,"AXIS Cash",BANGALORE,6500.00
29-05-2024,57536,81249443,"AXIS Cash",HAPUR,6473.00
29-05-2024,57528,6153092,"AXIS Cash","KOTA - RAJASTHAN",3100.00
29-05-2024,57543,5754300361,"AXIS Cash","NEW DELHI",17816.00
29-05-2024,57611,5761100259,"AXIS Cash",AHMEDABAD,1250.00
29-05-2024,57625,5762500373,"AXIS Cash",AJMER,8565.00
29-05-2024,57621,5762100300,"AXIS Cash",AHMEDABAD,45486.00
29-05-2024,57724,1150094,"AXIS Cash",GUWAHATI,7900.00
29-05-2024,57653,5765300309,"AXIS Cash",JAIPUR,1080.00
29-05-2024,57681,80082115,"AXIS Cash",AURANGABAD,6165.00
29-05-2024,57749,74315800,"AXIS Cash",CHANDIGARH,10000.00
29-05-2024,57784,8773065,"AXIS Cash",ROORKEE,1528.00
29-05-2024,57787,5778700339,"AXIS Cash",KOLKATA,1150.00
29-05-2024,57792,290520246,"AXIS Cash",AHMEDABAD,3570.00
29-05-2024,57791,5779100293,"AXIS Cash",BANGALORE,240.00
29-05-2024,57794,5779400307,"AXIS Cash",DEHRADUN,7338.00
29-05-2024,57832,49461086,"AXIS Cash",KAKINADA,2976.00
29-05-2024,57816,648989,"AXIS Cash",BANGALORE,3100.00
29-05-2024,57838,800211,"AXIS Cash",VISAKHAPATNAM,600.00
29-05-2024,57839,58147220,"AXIS Cash",SIKAR,10650.00
29-05-2024,57845,5784500188,"AXIS Cash",MUMBAI,2909.00
29-05-2024,57847,80179395,"AXIS Cash",PANAJI,650.00
29-05-2024,57850,5785000230,"AXIS Cash","NEW DELHI",1100.00
29-05-2024,57867,5786700171,"AXIS Cash",HYDERABAD,1000.00
29-05-2024,57883,5788300301,"AXIS Cash","DURGAPUR (WEST BENGAL)",1000.00
29-05-2024,59176,5917600442,"AXIS Cash",AMBALA,14420.00
29-05-2024,57899,79716712,"AXIS Cash",AHMEDABAD,1026.00
29-05-2024,59716,5971600777,"AXIS Cash",BHATINDA,17940.00
29-05-2024,85992,8599200004,"AXIS Cash",HANSI-HARYANA,3750.00
29-05-2024,85961,8596100009,"AXIS Cash",CALICUT,17190.00
29-05-2024,75698,7569800011,"AXIS Cash",VARANASI,10750.00
29-05-2024,65583,8558300204,"AXIS Cash",VIJAYAWADA,25900.00
29-05-2024,85993,58669104,"AXIS Cash",MANGALORE,16400.00
29-05-2024,86080,8608000008,"AXIS Cash","KAITHAL - HARYANA",32790.00
29-05-2024,87301,4216779,"AXIS Cash",CHANDIGARH,860.00
29-05-2024,99117,9911700775,"AXIS Cash","NEW DELHI",166500.00
29-05-2024,99118,9911800763,"AXIS Cash","CASH CORR LOCATION",142500.00
29-05-2024,88456,6162653,"AXIS Cash","CASH CORR LOCATION",9000.00
29-05-2024,91516,9151600522,"AXIS Cash",KOLKATA,106400.00
29-05-2024,99119,9911900769,"AXIS Cash","NEW DELHI",56500.00
29-05-2024,99120,9912000724,"AXIS Cash","NEW DELHI",12100.00
29-05-2024,99134,2500571,"AXIS Cash",MUMBAI,51500.00
29-05-2024,99156,9915600425,"AXIS Cash","NEW DELHI",33250.00
29-05-2024,99160,80452296,"AXIS Cash",MUMBAI,18500.00
29-05-2024,99164,9916400647,"AXIS Cash","CASH CORR LOCATION",131900.00
29-05-2024,99204,9920400381,"AXIS Cash","NEW DELHI",5250.00
29-05-2024,15892,1589200009,"ICICI Cash",AJMER,12400.00
29-05-2024,35834,0038870761,"ICICI Cash","ANGAMALY 683572",5800.00
29-05-2024,25891,0034084221,"ICICI Cash",AJMER,22900.00
29-05-2024,99123,6030266930,"ICICI Cash",DELHI,44000.00
29-05-2024,99133,6030033570,"ICICI Cash",LUCKNOW,126150.00
29-05-2024,99158,9015800775,"ICICI Cash",DELHI,117300.00
29-05-2024,85986,8598600023,"ICICI Cash",HISSAR,17080.00
29-05-2024,85910,6019001803,"ICICI Cash",CHANDIGARH,1000.00
29-05-2024,65960,6596000025,"ICICI Cash","FATEHPUR BRANCH - 212601",5520.00
29-05-2024,59588,6029772612,"ICICI Cash",BARNALA,10000.00
29-05-2024,62766,6689900589,"ICICI Cash",CHENNAI,4600.00
29-05-2024,55736,6027602099,"ICICI Cash",BHATINDA,2900.00
29-05-2024,35955,3595500006,"ICICI Cash",VARANASI,4380.00
29-05-2024,99125,9912500728,IDFC,DELHICASH,23000.00
29-05-2024,99124,9912400777,IDFC,DELHICASH,145500.00
29-05-2024,99115,9911500719,IDFC,DELHICASH,170000.00
29-05-2024,99110,9911000710,IDFC,DELHICASH,14000.00
29-05-2024,99102,1662137,IDFC,CHENCASH,1000.00
29-05-2024,99101,9910100730,IDFC,DELHICASH,17500.00
29-05-2024,99100,3646028,IDFC,HYDCASH,142300.00
29-05-2024,99043,3467402,IDFC,BANGLCASH,108500.00
29-05-2024,99036,3526079,IDFC,MUMBAICASH,56100.00
29-05-2024,99035,Y9487310,IDFC,KOLCASH,268000.00
29-05-2024,99032,9903200772,IDFC,DELHICASH,130000.00
29-05-2024,99024,3025861,IDFC,CHANDICORR,520000.00
29-05-2024,99026,3025578,IDFC,CHANDICORR,2000.00
29-05-2024,99023,9902300784,IDFC,DELHICASH,644000.00
29-05-2024,99020,3532440,IDFC,BANGLCASH,96500.00
29-05-2024,99009,9900900775,IDFC,DELHICASH,483450.00
29-05-2024,MADGAR,6030126888,"ICICI Cash",JAIPUR,24810.00
29-05-2024,MADGAR,6027932469,"ICICI Cash",KURNOOL,5040.00
29-05-2024,MADGAR,9240006171,"ICICI Cash",PONDICHERRY,.00
29-05-2024,MADGAR,9240006171,"ICICI Cash",PONDICHERRY,6187.00
29-05-2024,99008,3312520,IDFC,MUMBAICASH,301000.00
29-05-2024,5724,3025040,IDFC,CHANDIGARH,120900.00
28-05-2024,5724,3025039,IDFC,CHANDIGARH,21500.00
28-05-2024,99008,3312519,IDFC,MUMBAICASH,148400.00
